event_name,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,source_sheet,parse_status,missing_fields,scraped_at,parser_version,company_legal,company_inn,company_ogrn,company_okved,company_okved_description,director_name,director_role,revenue_mln,revenue_year,net_profit_mln,net_profit_year,requisites_source,requisites_confidence,requisites_comment,target,telegram_payload
ИнтерАвтоМеханика 2026,"SHENYANG CHEER WASH EQUIPMENT CO., LTD","SHENYANG CHEER WASH EQUIPMENT CO., LTD","Запчасти и компоненты; Мойки и моечное оборудование; Смазочные материалы, технические жидкости и автохимия; Аксессуары и тюнинг",Китай,,,7-636,Зал 7,"Запчасти и компоненты; Мойки и моечное оборудование; Смазочные материалы, технические жидкости и автохимия; Аксессуары и тюнинг",,,http://EN：https://www.sycheerwash.com/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154944-shenyang-cheer-wash-equipment-co-ltd,154944-shenyang-cheer-wash-equipment-co-ltd,"Запчасти и компоненты; Мойки и моечное оборудование; Смазочные материалы, технические жидкости и автохимия; Аксессуары и тюнинг",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154944
ИнтерАвтоМеханика 2026,"SHENYANG GOOSEON E-COMMERCE TECHNOLOGY CO., LTD.","SHENYANG GOOSEON E-COMMERCE TECHNOLOGY CO., LTD.",Гаражное оборудование,Китай,,,7-605,Зал 7,Гаражное оборудование,,,https://sinoped-auto.ru/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#159816-shenyang-gooseon-e-commerce-technology-co-ltd,159816-shenyang-gooseon-e-commerce-technology-co-ltd,Гаражное оборудование,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_159816
ИнтерАвтоМеханика 2026,"SHENYANG VEGA HEAVY INDUSTRY CO., LTD.","SHENYANG VEGA HEAVY INDUSTRY CO., LTD.","Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления",Китай,,,7-621,Зал 7,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления","""С 2008 года VEGA является ведущим поставщиком решений автоматизации для автомобильной промышленности. Начав с небольшой команды инженеров, мы выросли в международную компанию. За более чем 15 лет работы мы реализовали свыше 200 проектов, от роботизированной сварки до комплексных производственных линий.""",,http://vega-autotech.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154908-shenyang-vega-heavy-industry-co-ltd,154908-shenyang-vega-heavy-industry-co-ltd,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления | ""С 2008 года VEGA является ведущим поставщиком решений автоматизации для автомобильной промышленности. Начав с небольшой команды инженеров, мы выросли в международную компанию. За более чем 15 лет работы мы реализовали свыше 200 проектов, от роботизированной сварки до комплексных производственных линий.""",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154908
ИнтерАвтоМеханика 2026,"SHENYANG XIN JIN AUTO PARTS MANUFACTURING CO., LTD.","SHENYANG XIN JIN AUTO PARTS MANUFACTURING CO., LTD.",Запчасти и компоненты,Китай,,,7-626,Зал 7,Запчасти и компоненты,,,https://www.xjxparts.com/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154920-shenyang-xin-jin-auto-parts-manufacturing-co-ltd,154920-shenyang-xin-jin-auto-parts-manufacturing-co-ltd,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154920
ИнтерАвтоМеханика 2026,"SHENZHEN LEAGEND OPTOELECTRONICS CO.,LTD","SHENZHEN LEAGEND OPTOELECTRONICS CO.,LTD",Запчасти и компоненты,Китай,,,7-626a,Зал 7,Запчасти и компоненты,,,http://leagend.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154917-shenzhen-leagend-optoelectronics-co-ltd,154917-shenzhen-leagend-optoelectronics-co-ltd,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154917
ИнтерАвтоМеханика 2026,"SHENZHEN RALCAM CO.,LTD","SHENZHEN RALCAM CO.,LTD","Оборудование для диагностики, ремонта и восстановления; Кузовной ремонт и лакокрасочные материалы",Китай,,,7-552,Зал 7,"Оборудование для диагностики, ремонта и восстановления; Кузовной ремонт и лакокрасочные материалы",,,http://www.ralcam.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155376-shenzhen-ralcam-co-ltd,155376-shenzhen-ralcam-co-ltd,"Оборудование для диагностики, ремонта и восстановления; Кузовной ремонт и лакокрасочные материалы",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155376
ИнтерАвтоМеханика 2026,SHUYANG ZHONGXIN AUTOMOBILE TECHNOLOGY CO. LTD,SHUYANG ZHONGXIN AUTOMOBILE TECHNOLOGY CO. LTD,Запчасти и компоненты,Китай,,,8-834,Зал 8,Запчасти и компоненты,"Shuyang Zhongxin Automotive Technology Co., Ltd. занимается дизайном колес уже 15 лет. Наши основные колеса — кованые диски: от 15 до 30 дюймов, подходящие для различных спецификаций дисков из алюминиевого сплава. LSGZL — это наш бренд колес, и наш слоган: «Выкованные для прочности, выкованные 10 000-тонным ковочным прессом». Каждое кованое колесо должно пройти сертификацию системы испытаний JW VIA CAW, а испытание на штамповку может достигать 1800 фунтов, просто чтобы соответствовать обязательствам по качеству.",,http://www.lsgzlwheels.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155772-shuyang-zhongxin-automobile-technology-co-ltd,155772-shuyang-zhongxin-automobile-technology-co-ltd,"Запчасти и компоненты | Shuyang Zhongxin Automotive Technology Co., Ltd. занимается дизайном колес уже 15 лет. Наши основные колеса — кованые диски: от 15 до 30 дюймов, подходящие для различных спецификаций дисков из алюминиевого сплава. LSGZL — это наш бренд колес, и наш слоган: «Выкованные для прочности, выкованные 10 000-тонным ковочным прессом». Каждое кованое колесо должно пройти сертификацию системы испытаний JW VIA CAW, а испытание на штамповку может достигать 1800 фунтов, просто чтобы соответствовать обязательствам по качеству.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155772
ИнтерАвтоМеханика 2026,"Sichuan Chinapin International Trade Co., Ltd.","Sichuan Chinapin International Trade Co., Ltd.",Запчасти и компоненты,Китай,,,8-950,Зал 8,Запчасти и компоненты,"""ООО «Сычуань Чинапин Интернешнл Трейд» основано в октябре 2025 года, компания занимается экспортом подержанных бензиновых и электромобилей, основной рынок сбыта – Россия. Несмотря на недавнее открытие, ежемесячные продажи стабильно растут. Наше главное преимущество – локализованная работа: весь торговый персонал из России, отлично разбирается в местном рынке и потребностях покупателей. У нас есть собственные торговые площадки, официальный сайт и аккаунты в социальных сетях на территории РФ, налаженная работа заслужила хорошие отзывы клиентов.""",,http://AVTOORDER.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#159732-sichuan-chinapin-international-trade-co-ltd,159732-sichuan-chinapin-international-trade-co-ltd,"Запчасти и компоненты | ""ООО «Сычуань Чинапин Интернешнл Трейд» основано в октябре 2025 года, компания занимается экспортом подержанных бензиновых и электромобилей, основной рынок сбыта – Россия. Несмотря на недавнее открытие, ежемесячные продажи стабильно растут. Наше главное преимущество – локализованная работа: весь торговый персонал из России, отлично разбирается в местном рынке и потребностях покупателей. У нас есть собственные торговые площадки, официальный сайт и аккаунты в социальных сетях на территории РФ, налаженная работа заслужила хорошие отзывы клиентов.""",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_159732
ИнтерАвтоМеханика 2026,"Sichuan Soma New Material Technology co.,ltd.","Sichuan Soma New Material Technology co.,ltd.","Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Мойки и моечное оборудование; Смазочные материалы, технические жидкости и автохимия; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование",Китай,,,8-842,Зал 8,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Мойки и моечное оборудование; Смазочные материалы, технические жидкости и автохимия; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование","ООО «SOMA» является одним из лидеров в разработке и производстве материалов для ядерной защиты. Компания владеет более чем 20 патентами, имеет сертификаты ISO и CE. Мы экспортируем продукцию трёх линеек: материалы промышленной защиты, шумопоглощающие материалы на основе графена и товары для систем экстренного реагирования — в 28 стран мира. В штате компании работают 4 доктора наук и 2 магистра. Годовой объём производства превышает 5 000 тонн.",,http://ru.suomakj.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155655-sichuan-soma-new-material-technology-co-ltd,155655-sichuan-soma-new-material-technology-co-ltd,"Запчасти и компоненты; Оборудование для диагностики, ремонта и восстановления; Мойки и моечное оборудование; Смазочные материалы, технические жидкости и автохимия; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование | ООО «SOMA» является одним из лидеров в разработке и производстве материалов для ядерной защиты. Компания владеет более чем 20 патентами, имеет сертификаты ISO и CE. Мы экспортируем продукцию трёх линеек: материалы промышленной защиты, шумопоглощающие материалы на основе графена и товары для систем экстренного реагирования — в 28 стран мира. В штате компании работают 4 доктора наук и 2 магистра. Годовой объём производства превышает 5 000 тонн.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155655
ИнтерАвтоМеханика 2026,"Sichuan Xinhengju Automobile Service Co., Ltd.","Sichuan Xinhengju Automobile Service Co., Ltd.",Запчасти и компоненты; Аксессуары и тюнинг,Китай,,,7-671,Зал 7,Запчасти и компоненты; Аксессуары и тюнинг,"""Предоставляем комплексные решения по запасным частям для полной комплектации грузовиков. Наши основные бренды: SHACMAN, SAGMOTO, HOWO, SITRAK, FAW, FOTON, XCMG, JMC, DONGFENG и JAC. Кроме того, мы поставляем качественные запасные части для VOLVO, SCANIA, DAF и MAN.""",,https://www.facebook.com/share/1JHZxdk6kB/?mibextid=wwXIfr,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154647-sichuan-xinhengju-automobile-service-co-ltd,154647-sichuan-xinhengju-automobile-service-co-ltd,"Запчасти и компоненты; Аксессуары и тюнинг | ""Предоставляем комплексные решения по запасным частям для полной комплектации грузовиков. Наши основные бренды: SHACMAN, SAGMOTO, HOWO, SITRAK, FAW, FOTON, XCMG, JMC, DONGFENG и JAC. Кроме того, мы поставляем качественные запасные части для VOLVO, SCANIA, DAF и MAN.""",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154647
ИнтерАвтоМеханика 2026,"Sichuan Zhongnuochengxin Automobile Service Co., Ltd.","Sichuan Zhongnuochengxin Automobile Service Co., Ltd.",,Китай,,,7-580,Зал 7,,"""Краткое описание наших услуг: Мы являемся вашим агентом по закупкам и партнером для зарубежных клиентов (команда по поиску автомобилей в Китае). Мы обеспечиваем поиск и подбор автомобилей, их осмотр и сертификацию, а также полное сопровождение экспортных процедур в Китае, включая транспортировку и портовые услуги. Вы можете быть уверены, что при покупке автомобиля вас не обманут, а ценообразование и операционные процессы будут полностью прозрачны.""",,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154641-sichuan-zhongnuochengxin-automobile-service-co-ltd,154641-sichuan-zhongnuochengxin-automobile-service-co-ltd,"""Краткое описание наших услуг: Мы являемся вашим агентом по закупкам и партнером для зарубежных клиентов (команда по поиску автомобилей в Китае). Мы обеспечиваем поиск и подбор автомобилей, их осмотр и сертификацию, а также полное сопровождение экспортных процедур в Китае, включая транспортировку и портовые услуги. Вы можете быть уверены, что при покупке автомобиля вас не обманут, а ценообразование и операционные процессы будут полностью прозрачны.""",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154641
ИнтерАвтоМеханика 2026,Sidem,Sidem,,Бельгия,,,8-450,Зал 8,,,,https://www.sidem.be/ru,,,https://interauto-mechanica-floorplans-2026.pages.dev/#158691-sidem,158691-sidem,,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Бельгия); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_158691
ИнтерАвтоМеханика 2026,"SPACEFLIGHT POWER SUPPLY (LONGNAN) CO., LTD.","SPACEFLIGHT POWER SUPPLY (LONGNAN) CO., LTD.",Аккумуляторы и электроника,Китай,,,7-760,Зал 7,Аккумуляторы и электроника,"ООО «SPACEFLIGHT POWER SUPPLY (Лунань)» основано в 1994 году. В 2006 году предприятие переехало в провинцию Цзянси. Изначальная площадь производственной базы составляла 120 000 квадратных метров, впоследствии она была расширена до более чем 450 000 квадратных метров. За 30 лет развития компания стала одним из ведущих производителей свинцово-кислотных аккумуляторов на юге Китая, объединяя в себе научно-исследовательские разработки, производство и глобальные продажи. Мы обладаем мощными возможностями для комплексных поставок аккумуляторной продукции по всему миру, в том числе по заказам OEM.",,https://www.hang-tian.com/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154959-spaceflight-power-supply-longnan-co-ltd,154959-spaceflight-power-supply-longnan-co-ltd,"Аккумуляторы и электроника | ООО «SPACEFLIGHT POWER SUPPLY (Лунань)» основано в 1994 году. В 2006 году предприятие переехало в провинцию Цзянси. Изначальная площадь производственной базы составляла 120 000 квадратных метров, впоследствии она была расширена до более чем 450 000 квадратных метров. За 30 лет развития компания стала одним из ведущих производителей свинцово-кислотных аккумуляторов на юге Китая, объединяя в себе научно-исследовательские разработки, производство и глобальные продажи. Мы обладаем мощными возможностями для комплексных поставок аккумуляторной продукции по всему миру, в том числе по заказам OEM.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154959
ИнтерАвтоМеханика 2026,SPEEDMATE,SPEEDMATE,Запчасти и компоненты,Россия,,,8-450,Зал 8,Запчасти и компоненты,Speedmate создан в 1993 году и входит в состав одного из крупнейших холдингов Южной Кореи. C 2002 по 2024 г. Speedmate – победитель престижной премии Korea Brand Power Index в номинации «Обслуживание автомобилей». С 2015 года товары Speedmate экспортируются в 50+ стран.,,https://speedmate.parts/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#158697-speedmate,158697-speedmate,Запчасти и компоненты | Speedmate создан в 1993 году и входит в состав одного из крупнейших холдингов Южной Кореи. C 2002 по 2024 г. Speedmate – победитель престижной премии Korea Brand Power Index в номинации «Обслуживание автомобилей». С 2015 года товары Speedmate экспортируются в 50+ стран.,interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Надежное российское юрлицо не найдено.,нет,interautomechanica2026_deal_158697
ИнтерАвтоМеханика 2026,SSP / LINKGLOBAL,SSP / LINKGLOBAL,Запчасти и компоненты,ОАЭ,,,8-520,Зал 8,Запчасти и компоненты,,,https://www.anchi-linkglobal-ssp.ru/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#153978-ns-optimaparts-ooo,153978-ns-optimaparts-ooo,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (ОАЭ); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_153978
ИнтерАвтоМеханика 2026,"SUZHOU FANGTIAN INDUSTRIES CO.,LTD","SUZHOU FANGTIAN INDUSTRIES CO.,LTD",Запчасти и компоненты; Аккумуляторы и электроника,Китай,,,8-858,Зал 8,Запчасти и компоненты; Аккумуляторы и электроника,,,http://www.clutchfacing.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154977-suzhou-fangtian-industries-co-ltd,154977-suzhou-fangtian-industries-co-ltd,Запчасти и компоненты; Аккумуляторы и электроника,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154977
ИнтерАвтоМеханика 2026,"SUZHOU SHENXI IMPORT AND EXPORT CO.,LTD","SUZHOU SHENXI IMPORT AND EXPORT CO.,LTD","Оборудование для диагностики, ремонта и восстановления",Китай,,,7-452,Зал 7,"Оборудование для диагностики, ремонта и восстановления","""Компания была основана в 2014 году и расположена в городе Чжанцзягань провинции Цзянсу. У нас есть 10 автоматических производственных линий. Годовой выпуск наборов инструментов составляет два миллиона. Мы производим, но не ограничиваемся, ручными наборами инструментов, электроинструментальными наборами, садовыми наборами инструментов, ключами и шкафами для инструментов. Наши продукты охватывают рынок Западной Европы, рынок Северной Америки, российский рынок, рынок Южной Америки, мексиканский рынок и др.""",,https://www.phixwellpro.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154842-suzhou-shenxi-import-and-export-co-ltd,154842-suzhou-shenxi-import-and-export-co-ltd,"Оборудование для диагностики, ремонта и восстановления | ""Компания была основана в 2014 году и расположена в городе Чжанцзягань провинции Цзянсу. У нас есть 10 автоматических производственных линий. Годовой выпуск наборов инструментов составляет два миллиона. Мы производим, но не ограничиваемся, ручными наборами инструментов, электроинструментальными наборами, садовыми наборами инструментов, ключами и шкафами для инструментов. Наши продукты охватывают рынок Западной Европы, рынок Северной Америки, российский рынок, рынок Южной Америки, мексиканский рынок и др.""",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154842
ИнтерАвтоМеханика 2026,"TAIZHOU ANJINGCHUN AUTOMOTIVE TECHNOLOGY CO., LTD.","TAIZHOU ANJINGCHUN AUTOMOTIVE TECHNOLOGY CO., LTD.","Оборудование для диагностики, ремонта и восстановления; Аксессуары и тюнинг",Китай,,,8-864,Зал 8,"Оборудование для диагностики, ремонта и восстановления; Аксессуары и тюнинг",,,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155061-taizhou-anjingchun-automotive-technology-co-ltd,155061-taizhou-anjingchun-automotive-technology-co-ltd,"Оборудование для диагностики, ремонта и восстановления; Аксессуары и тюнинг",interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155061
ИнтерАвтоМеханика 2026,"TAIZHOU LIZHOU PNEUMATIC TOOLS CO.,LTD.","TAIZHOU LIZHOU PNEUMATIC TOOLS CO.,LTD.",Запчасти и компоненты; Аккумуляторы и электроника; Шины и диски,Китай,,,8-850; 8-851,Зал 8,Запчасти и компоненты; Аккумуляторы и электроника; Шины и диски,,,http://www.lztools.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154962-taizhou-lizhou-pneumatic-tools-co-ltd,154962-taizhou-lizhou-pneumatic-tools-co-ltd,Запчасти и компоненты; Аккумуляторы и электроника; Шины и диски,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154962
ИнтерАвтоМеханика 2026,"TAIZHOU YEACH MACHINERY CO.,LTD","TAIZHOU YEACH MACHINERY CO.,LTD",Запчасти и компоненты; Аксессуары и тюнинг,Китай,,,7-280,Зал 7,Запчасти и компоненты; Аксессуары и тюнинг,"Taizhou Yeach Machinery Co., LTD. was established in 1999, which is a professional manufacturer for C. V. Joint and drive shaft, Company product range covers: American cars ,Japanese cars, German cars, European cars, Korean cars, cars, etc. we supply 1 million C. V. Joints and 200 thousand drive shaft per year, including about 1800 different types which are suit for most automobile series in and out of the country.",,http://www.chinayeach.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#155685-taizhou-yeach-machinery-co-ltd,155685-taizhou-yeach-machinery-co-ltd,"Запчасти и компоненты; Аксессуары и тюнинг | Taizhou Yeach Machinery Co., LTD. was established in 1999, which is a professional manufacturer for C. V. Joint and drive shaft, Company product range covers: American cars ,Japanese cars, German cars, European cars, Korean cars, cars, etc. we supply 1 million C. V. Joints and 200 thousand drive shaft per year, including about 1800 different types which are suit for most automobile series in and out of the country.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_155685
ИнтерАвтоМеханика 2026,"Tatu Rubber & Plastic Products Co., Ltd.","Tatu Rubber & Plastic Products Co., Ltd.",Запчасти и компоненты,Китай,,,7-473,Зал 7,Запчасти и компоненты,,,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#158733-tatu-rubber-plastic-products-co-ltd,158733-tatu-rubber-plastic-products-co-ltd,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_158733
ИнтерАвтоМеханика 2026,"TIANTAI RONGYUE AUTO ACCESSORIES CO.,LTD","TIANTAI RONGYUE AUTO ACCESSORIES CO.,LTD",Аксессуары и тюнинг,Китай,,,8-920,Зал 8,Аксессуары и тюнинг,,,http://en.zjrongyue.cn,,,https://interauto-mechanica-floorplans-2026.pages.dev/#156777-tiantai-rongyue-auto-accessories-co-ltd,156777-tiantai-rongyue-auto-accessories-co-ltd,Аксессуары и тюнинг,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_156777
ИнтерАвтоМеханика 2026,Topcover,Topcover,Запчасти и компоненты,Россия,,,8-350,Зал 8,Запчасти и компоненты,"TopCover — бренд автокомпонентов для грузовых автомобилей, коммерческого транспорта и прицепной техники. Ассортимент насчитывает более 4 100 SKU и включает детали тормозной, пневматической, топливной систем, подвески, рулевого управления, трансмиссии, охлаждения, электрооборудования, фильтры, оптику, элементы кабины и кузова, а также другие категории запчастей. Производственные мощности TopCover расположены в Турции, Тайване и Китае — на крупных предприятиях, выпускающих продукцию в том числе для OEM-производителей. Все изделия соответствуют международным стандартам ISO/TS 16949, ISO 9001 и IATF 16949, что обеспечивает стабильное качество продукции. В России эксклюзивным дистрибьютором бренда является компания «Амтел».",,https://topcover.parts/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#157929-topcover,157929-topcover,"Запчасти и компоненты | TopCover — бренд автокомпонентов для грузовых автомобилей, коммерческого транспорта и прицепной техники. Ассортимент насчитывает более 4 100 SKU и включает детали тормозной, пневматической, топливной систем, подвески, рулевого управления, трансмиссии, охлаждения, электрооборудования, фильтры, оптику, элементы кабины и кузова, а также другие категории запчастей. Производственные мощности TopCover расположены в Турции, Тайване и Китае — на крупных предприятиях, выпускающих продукцию в том числе для OEM-производителей. Все изделия соответствуют международным стандартам ISO/TS 16949, ISO 9001 и IATF 16949, что обеспечивает стабильное качество продукции. В России эксклюзивным дистрибьютором бренда является компания «Амтел».",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,"ООО "" АМТЕЛ """,7703422810,1177746090400,56.29,Деятельность предприятий общественного питания по прочим видам организации питания,Кобесова Нино Давидовна,Генеральный директор,,2025,-0.034,2025,БО ФНС,high,,нет,interautomechanica2026_deal_157929
ИнтерАвтоМеханика 2026,TRAILERMASTER CVS.INC,TRAILERMASTER CVS.INC,Запчасти и компоненты; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование,Китай,,,7-622,Зал 7,Запчасти и компоненты; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование,,,http://www.trailer-master.com,,,https://interauto-mechanica-floorplans-2026.pages.dev/#154911-trailermaster-cvs-inc,154911-trailermaster-cvs-inc,Запчасти и компоненты; Кузовной ремонт и лакокрасочные материалы; Гаражное оборудование,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_154911
ИнтерАвтоМеханика 2026,"VAZZ Technology Co.,Ltd.","VAZZ Technology Co.,Ltd.",Запчасти и компоненты,Китай,,,7-468,Зал 7,Запчасти и компоненты,,,,,,https://interauto-mechanica-floorplans-2026.pages.dev/#158721-vazz-technology-co-ltd,158721-vazz-technology-co-ltd,Запчасти и компоненты,interauto_floorplans_2026,partial_missing_fields,product_notes,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Иностранная компания (Китай); российское юрлицо не разыскивается.,нет,interautomechanica2026_deal_158721
ИнтерАвтоМеханика 2026,VINPIN,VINPIN,,Россия,,,8-450,Зал 8,,"VINPIN — каталоги для подбора артикула запчасти по VIN-коду собственной разработки, которые работают со 100% точностью. Используются более 15 000 подборщиками запчастей в автосервисах и магазинах запчастей по всему миру.",,https://start.vinpin.ru/,,,https://interauto-mechanica-floorplans-2026.pages.dev/#158724-vinpin,158724-vinpin,"VINPIN — каталоги для подбора артикула запчасти по VIN-коду собственной разработки, которые работают со 100% точностью. Используются более 15 000 подборщиками запчастей в автосервисах и магазинах запчастей по всему миру.",interauto_floorplans_2026,ok,,2026-08-22T20:10:23Z,interavtomehanika-2026-signo-workbook-v1.0.1,,,,,,,,,,,,,,Надежное российское юрлицо не найдено.,нет,interautomechanica2026_deal_158724
