event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,detail_cache_file,company_inn
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangsu Xinhuanzhong Automobile Technology Co.,Ltd","Jiangsu Xinhuanzhong Automobile Technology Co.,Ltd",,Китай,,,F521,Павильон F,,,,http://www.wzhuanzhong.com,,,https://online.itemf.ru/info/MIMS26/catalog/9b54e224-4851-1c77-12fe-872321049f87/,9b54e224-4851-1c77-12fe-872321049f87,,detail_parsed,products,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,ef214a76935bfa7093f97a304fd6d79b9284e77ca1ec2cb1157700bb10d126f9,source/detail_pages/detail_9b54e224-4851-1c77-12fe-872321049f87.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangsu Yarujie Auto Parts Co ., Ltd","Jiangsu Yarujie Auto Parts Co ., Ltd",кузовные детали,Китай,,"Китай, 225800, ЯНЧЖОУ, г. Ванчжиган, ул. Синьган, 6, промышленный центр Гэнген, уезд Баоин, провинция Цзянсу, Китай",G233,Павильон G,Кузов и его элементы,,YARUJIE,http://www.jsyrj.com,jenny@yrjautoparts.com,+86(137)7334-3558,https://online.itemf.ru/info/MIMS26/catalog/f344837b-04c5-8399-bc0a-e925abed9efc/,f344837b-04c5-8399-bc0a-e925abed9efc,"производственное предприятие, основанное в 2000 году в уезде Баоин, провинция Цзянсу. Компания специализируется на производстве различных автозапчастей для легковых и малых грузовых автомобилей. Основная продукция предназначена для корейских, японских, европейских и американских автомобилей, включая двери, капот, бамперы, опоры радиатора и т.д. Наша продукция экспортируется в Южную Америку, Ближний Восток, Африку, Южную Азию и другие регионы. Мы стремимся к долгосрочному сотрудничеству с партнёрами, приносящему взаимовыгодные результаты в сфере автомобильных запчастей.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,85183f79d41b6d1ca78cab74f9fef3f08fe3cf51cecaea8a113fb77d1300e7fc,source/detail_pages/detail_f344837b-04c5-8399-bc0a-e925abed9efc.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi Binli Auto Appliance Co.,Ltd","Jiangxi Binli Auto Appliance Co.,Ltd",,Китай,,,E129,Павильон E,,,,http://www.chinadianhuan.com,,,https://online.itemf.ru/info/MIMS26/catalog/d4e015b2-dfa6-0d54-95d2-51ac98cebe98/,d4e015b2-dfa6-0d54-95d2-51ac98cebe98,,detail_parsed,products,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,37243f5f53c4b61c26e202f86ccf6af91a27268a92434be302dd1424eccc1d9c,source/detail_pages/detail_d4e015b2-dfa6-0d54-95d2-51ac98cebe98.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi Chief Industrial Co., Ltd.","Jiangxi Chief Industrial Co., Ltd.","охлаждающие жидкости и присадки, смазочные материалы, автокосметика",Китай,,"Китай, 330012, Наньчан, Наньчан ЧИЕФ Индустриал Парк, Но. 1866, Дуншэн авеню, Чандун Индустриал Парк, Циншаньху Дистрикт, Наньчан, Цзянси Провинс, Китай (CN)",D812,Павильон D + Малый Пассаж,Охлаждающие жидкости и присадки; Смазочные материалы и рабочие жидкости; Автокосметика,,,http://www.chief.cc,zhanglin@chief.cc,+86(137)6027-2914,https://online.itemf.ru/info/MIMS26/catalog/34e1ddb2-e903-fa6e-b2ec-b75830176951/,34e1ddb2-e903-fa6e-b2ec-b75830176951,"Компания Jiangxi Chief Industrial Co., Ltd. — это сертифицированное по стандарту IATF 16949 национальное высокотехнологичное предприятие, специализирующееся на разработке и производстве автомобильной химии. Обладая 30-летним опытом вертикальной интеграции — от создания рецептур до автоматизированного производства, — мы владеем 44 национальными патентами и являемся соавторами 10 государственных отраслевых стандартов КНР. Наша производственная база площадью 200 акров обеспечивает продукцией более 4000 дилерских центров на внутреннем рынке и предлагает комплексные OEM/ODM решения для глобальног",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,85a05aadd6b8f464be4cb7a414160c944bdf68b7b5b6cfb5e44b54454d81cb59,source/detail_pages/detail_34e1ddb2-e903-fa6e-b2ec-b75830176951.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi Dellsun Auto Motor Co.,Ltd","Jiangxi Dellsun Auto Motor Co.,Ltd","кузовные детали, оборудование для кузовного ремонта",Китай,,"Китай, 336000, yichun, No 16, CHUNYU ROAD, ЗОНА ЭКОНОМИЧЕСКОГО РАЗВИТИЯ, YICHUN, Цзянси, 336000, КИТАЙ",E531,Павильон E,Кузов и его элементы; Ремонт кузова,,,http://www.dellsun.cn,wendy@dellsun.cn,+86(188)7959-1763,https://online.itemf.ru/info/MIMS26/catalog/ef4a80d1-c14d-dcb4-ff1b-7221940be1e8/,ef4a80d1-c14d-dcb4-ff1b-7221940be1e8,"Jiangxi Dellsun Auto Motor Co.,Ltd была основана в 2007 году, наш завод в основном производит стеклоподъемники в сборе, лифтовые двигатели, стеклоочистители, двигатели сидений, двигатели люков и другие продукты, охватывающие Volkswagen, General, Ford, Peugeot - Citroen, Renault, Fiat, Lada и японскую, корейскую и большинство других моделей. Маркетинговые сети охватывают всю страну, продукция экспортируется в США, Францию, Италию, Россию, Канаду, Иран и Малайзию, Южную Корею, Гонконг и другие страны",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,b42b8b464c8b7ac13b3d393ea91d248051097647a0c9d9b41f234f45fc361db7,source/detail_pages/detail_ef4a80d1-c14d-dcb4-ff1b-7221940be1e8.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi GanGear Transmission Machinery Co.,LTD","Jiangxi GanGear Transmission Machinery Co.,LTD",механические автодетали,Китай,,"Китай, 331300, Jian, HEXI INDUSTRY PARK,XINGAN COUNTY,JIANGXI PROVINCE 331300,CHINA",E042,Павильон E,Стандартные механические детали,,,http://www.jxgc-gears.com,info@jxgc-gears.com,+86(796)2682-856,https://online.itemf.ru/info/MIMS26/catalog/659fb5ac-b22e-c168-3ccf-2364fa852c51/,659fb5ac-b22e-c168-3ccf-2364fa852c51,,detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,fb8aba25f5449503419922fbe4123ba5fb6f2afaa3cf170bde8c5a441af68180,source/detail_pages/detail_659fb5ac-b22e-c168-3ccf-2364fa852c51.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi HRP Automotive Technology Co., Ltd.","Jiangxi HRP Automotive Technology Co., Ltd.",механические автодетали,Китай,,"Китай, 334604, Shangrao, Yugan High‑Tech Industrial Park, Shangrao, Jiangxi",E044,Павильон E,Стандартные механические детали,,,http://www.hrprubber.com,3445464157@qq.com,+_(___)___-__-__,https://online.itemf.ru/info/MIMS26/catalog/8f36822c-700d-7120-e077-3971bc617d55/,8f36822c-700d-7120-e077-3971bc617d55,,detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,4111a886779513c3bb37edd317b29aa1f78790c9539bcf2699c9e65e3fe16d14,source/detail_pages/detail_8f36822c-700d-7120-e077-3971bc617d55.html,3445464157
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi Jiachuang Automobile Technology Co.,Ltd","Jiangxi Jiachuang Automobile Technology Co.,Ltd",,Китай,,,D612,Павильон D + Малый Пассаж,,,,"http://www.jxjiachuang,com",,,https://online.itemf.ru/info/MIMS26/catalog/5bf71333-5ffb-c062-b5f4-d5698d671abb/,5bf71333-5ffb-c062-b5f4-d5698d671abb,,detail_parsed,products,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,4c9bd1a5026c1cf63562d88e2e40b83d5dc6fbb75def472b4222a6c7b79ba9b4,source/detail_pages/detail_5bf71333-5ffb-c062-b5f4-d5698d671abb.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi Jiangyuan Material Technology Co.,Ltd","Jiangxi Jiangyuan Material Technology Co.,Ltd","автомобильные лакокрасочные материалы, автотюнинг",Китай,,"Китай, 330500, Наньчан, Промышленный парк Аньи, Хуншань-Уэст-авеню, д. 89",E216,Павильон E,Лакокрасочная и антикоррозионная защита; Визуальный тюнинг,,,https://www.jiangyuanppf.com/,huang@jiangyuanppf.com,+86(139)1645-3575,https://online.itemf.ru/info/MIMS26/catalog/7d4c72f0-e71e-850a-79f5-d28c4f8474fd/,7d4c72f0-e71e-850a-79f5-d28c4f8474fd,"Компания Jiangxi Jiangyuan Material Technology Co., Ltd. — ведущее высокотехнологичное предприятие, специализирующееся на производстве автомобильных защитных пленок. Мы были основаны в 2020 году и находимся в городе Наньчан (провинция Цзянси). Наша деятельность сосредоточена на исследованиях, производстве и продаже высококачественных защитных пленок для автомобилей, включая антигравийные пленки (для защиты лакокрасочного покрытия), тонировочные пленки для стекол и пленки для защиты фар. Наша продукция обладает превосходными защитными свойствами, эффективно предотвращая появление царапин и за",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,2da8da11ee6040efe9decb91be4819c30afcd62fd74bde74e80e51ff464716af,source/detail_pages/detail_7d4c72f0-e71e-850a-79f5-d28c4f8474fd.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,Jiangxi Lideli Machinery Co Ltd,Jiangxi Lideli Machinery Co Ltd,детали ходовой и тормозной системы,Китай,,"Китай, 335100, Shangrao, Automobile and motorcycle parts industrial park, Yuguan County, Shangrao City, Jiangxi Province",F420,Павильон F,"Ходовая часть, Тормозная система, Рулевое управление",,,http://www.lidelimachinery.com,1051301578@qq.com,+86(191)2194-0139,https://online.itemf.ru/info/MIMS26/catalog/1f025de4-e971-8e4c-4782-7ee74a46018e/,1f025de4-e971-8e4c-4782-7ee74a46018e,"Компания Jiangxi Lideli Machinery Co., Ltd. была основана в 2018 году и расположена в уезде Юйгань, городской округ Шанжао, провинция Цзянси, в Индустриальном парке высоких технологий (Индустриальный парк «Golden Port»). Она занимает площадь около 360 000 квадратных метров и является крупнейшим производителем регулировочных рычагов тормозных механизмов (трещоток) в Китае. Компания располагает собственными линиями литейного и кузнечного производства, с годовым объемом выпуска до 2 миллионов комплектов и годовой стоимостью производимой продукции до 100 миллионов юаней.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,d5617b2e683e38d6ed220f6a9e5e254732712311ccbeec7d0fc1d1779a35917c,source/detail_pages/detail_1f025de4-e971-8e4c-4782-7ee74a46018e.html,1051301578
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,Jiangxi Oursun New Energy Co Ltd,Jiangxi Oursun New Energy Co Ltd,аккумуляторы,Китай,,"Китай, 341200, Ganzhou, Jiangxi, North industrial zone,Huangbu,Shangyou",H287,Павильон H,Аккумуляторы,,OURSUN,http://www.jxoursun.com,roger@jxoursun.com; william@jxoursun.com,+86(181)7905-1157,https://online.itemf.ru/info/MIMS26/catalog/f33a82c1-e383-aa7f-f0f4-6a9eab4e8429/,f33a82c1-e383-aa7f-f0f4-6a9eab4e8429,"Jiangxi Ourson New Energy Co., является комплексным высокотехнологичным предприятием, объединяющим исследования и разработки, производство, продажу и обслуживание автомобильных батарей. Предприятие было создано в 1990 году. После более чем 30 - летнего развития в настоящее время работает более 1000 сотрудников, которые производят 50 000 автомобильных батарей в день. Сеть продаж продукции распространяется по всей стране и экспортируется в более чем 30 стран и регионов, включая Европу, Юго - Восточную Азию, БлижнийВосток, Африку, Южную Америку и Австралию. OURSUN - лучший поставщик автомоб!",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,fc65fe12b5bfdb6ac62980bd13e67a0533e8c6b25d83317371c961f86814c55c,source/detail_pages/detail_f33a82c1-e383-aa7f-f0f4-6a9eab4e8429.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi Outaishi Automotive Parts Co., Ltd.","Jiangxi Outaishi Automotive Parts Co., Ltd.","детали двигателя и трансмиссии, детали ходовой и тормозной системы",Китай,,"Россия, 330200, Наньчан, № 1230, 5-я улица Фушаня, зона экономического развития Сяолань",E102,Павильон E,"Двигатель, Трансмиссия; Ходовая часть, Тормозная система, Рулевое управление",,,http://www.outaishi.com,flora@outaishi.com; sales@outaishi.com,+86(181)7000-7007,https://online.itemf.ru/info/MIMS26/catalog/aa6f4cac-855e-b43d-ac16-9ce2e0f2b6ac/,aa6f4cac-855e-b43d-ac16-9ce2e0f2b6ac,"ООО «Цзянси Отайши Автозапчасти» расположено в городе Наньчан, провинция Цзянси. Площадь предприятия составляет 70 000 квадратных метров, на нем работает более 260 сотрудников. Мы специализируемся на производстве сцеплений для коммерческих автомобилей, тяжелых грузовиков и сельскохозяйственных тракторов. Завод получил сертификат системы менеджмента качества ISO/TS16949, выданный органом сертификации AFAQ. Наша продукция поставляется автопроизводителям на комплектацию оригинального оборудования (OE), а также экспортируется в Европу, США и более чем 20 других стран для вторичного рынка автоз",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,d2220bef6e42beeba754dd3437f8044374ff0d61157cb1d72ece2620209a0563,source/detail_pages/detail_aa6f4cac-855e-b43d-ac16-9ce2e0f2b6ac.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jiangxi Xintian Auto Industry Co.,Ltd.","Jiangxi Xintian Auto Industry Co.,Ltd.","детали двигателя и трансмиссии, автоаксессуары",Китай,,"Китай, 336000, Ичунь, № 3, улица Чуньюй, зона экономического и технологического развития",G389,Павильон G,"Двигатель, Трансмиссия; Аксессуары для автомобилей",,XT,http://www.jxxintian.com,angel@jxxintian.com,+86(139)6771-3198,https://online.itemf.ru/info/MIMS26/catalog/92501a10-2d9a-b3d2-3cfc-c7bff673adb2/,92501a10-2d9a-b3d2-3cfc-c7bff673adb2,"Компания Jiangxi Xintian Auto Parts Co., Ltd. основана в 2005 году. Она занимается производством автомобильных радиаторов, интеркулеров, конденсаторов, пластиковых впускных коллекторов двигателя, клапанных крышек, электродвигателей переключения раздаточной коробки, приводов заслонок климатической установки, а также ряда сопутствующих изделий. В настоящее время компания располагает заводом площадью 100 000 м² в городе Ичунь (провинция Цзянси, Китай) и заводом площадью 4 205 м² в Таиланде. Продукция поставляется в качестве оригинального оборудования (OEM) для таких автопроизводителей, как «Ha",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,0eeef11a98e4a9c4ff6f4814c20e7488d19ad8372c237edf31aff77fe261ccc3,source/detail_pages/detail_92501a10-2d9a-b3d2-3cfc-c7bff673adb2.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jinan Aiximu Auto Parts Co., Ltd.","Jinan Aiximu Auto Parts Co., Ltd.","автомобильный свет, детали двигателя и трансмиссии, детали ходовой и тормозной системы",Китай,,"Китай, jinan, SHANDONGJINAN",F515,Павильон F,"Автомобильный свет, лампы; Двигатель, Трансмиссия; Ходовая часть, Тормозная система, Рулевое управление",,,,380263999@qq.com,+86(183)6598-6888,https://online.itemf.ru/info/MIMS26/catalog/35b3094e-3a6e-3e3d-d6f0-cba87de73679/,35b3094e-3a6e-3e3d-d6f0-cba87de73679,,detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,55008d4d4449c376a886e8a2098e3caeb1323e300584f5c60a76735b841070d6,source/detail_pages/detail_35b3094e-3a6e-3e3d-d6f0-cba87de73679.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,Jinan Baisheng International Trade Co.， Ltd.,Jinan Baisheng International Trade Co.， Ltd.,"автомобильный свет, детали двигателя и трансмиссии, детали ходовой и тормозной системы",Китай,,"Китай, 250001, Цзинань, Цзинаньский район Тяньцяо",D116,Павильон D + Малый Пассаж,"Автомобильный свет, лампы; Двигатель, Трансмиссия; Ходовая часть, Тормозная система, Рулевое управление",,,https://jnbisontruck.com/,332742446@qq.com; 798008987@qq.com,+86(155)1267-7798,https://online.itemf.ru/info/MIMS26/catalog/b557c8c0-132b-f6b6-9ceb-660d8ce03a3e/,b557c8c0-132b-f6b6-9ceb-660d8ce03a3e,"Цзинаньская компания ""Байшэн Интернэшнл Трейд Ко., Лтд."" расположена в провинции Шаньдун, городе Цзинань. Компания занимается продажей и экспортом всех видов автозапчастей, включая легкие грузовики, тяжелые грузовики, строительную технику и легковые автомобили. У нас есть собственный завод, специализирующийся на производстве компонентов рулевого и трансмиссионного механизмов. Мы можем изготовить по вашим чертежам и образцам любые необходимые детали. Высококачественная продукция, удовлетворительное обслуживание, своевременные сроки отгрузки, сотрудничество с компанией Jinan Baisheng — вы добь",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,bf9399327dc84a593c4b70258e815e098df9c44b36491bd87e992fa011aa8227,source/detail_pages/detail_b557c8c0-132b-f6b6-9ceb-660d8ce03a3e.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jinan Cell Power Machinery Technology Co., Ltd.","Jinan Cell Power Machinery Technology Co., Ltd.","детали двигателя и трансмиссии, восстановленные автозапчасти",Китай,,"Китай, 250000, Цзинань, 1909, блок 2, здание B2-2, Guanlan International, новый город Джинби",H537,Павильон H,"Двигатель, Трансмиссия; Восстановленные, обновленные запчасти для легковых автомобилей",,VANFA,https://cell-engine.com,market@cell-engine.com,+86(188)6613-1315,https://online.itemf.ru/info/MIMS26/catalog/53e130d9-402e-c8f8-2ac6-8f8adbc65f57/,53e130d9-402e-c8f8-2ac6-8f8adbc65f57,"ООО «Цзинань Селл Пауэр Машинери Текнолоджи» — внешнеторговая компания, специализирующаяся на продаже комплектующих силовых агрегатов автомобилей. Основной ассортимент компании включает автомобильные двигатели, коробки передач и другие автозапчасти, подходящие для популярных марок автомобилей Geely, Chery и других. Компания активно осваивает развивающиеся рынки Центральной Азии, России и других регионов. Благодаря высокому качеству продукции и эффективной организации цепочек поставок мы установили стабильные долгосрочные партнерские отношения со множеством зарубежных дистрибьюторов.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,dcfcf715784834dda70fdcd86afe6420b5973a388d708df28f9a2cf3f035da8b,source/detail_pages/detail_53e130d9-402e-c8f8-2ac6-8f8adbc65f57.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jinan Guole Transmission Machinery Co., Ltd.","Jinan Guole Transmission Machinery Co., Ltd.",,Китай,,,E410,Павильон E,,,,http://www.dokebearings.com,,,https://online.itemf.ru/info/MIMS26/catalog/5ecf21cb-149f-32af-af3f-60382c3777fb/,5ecf21cb-149f-32af-af3f-60382c3777fb,,detail_parsed,products,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,6e351a231fbfe63c5a409c4a9735a4fb2033965a6141cc853e28adf9891feee8,source/detail_pages/detail_5ecf21cb-149f-32af-af3f-60382c3777fb.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,Jinan Hongyang Machinery Technology,Jinan Hongyang Machinery Technology,детали двигателя и трансмиссии,Китай,,"Россия, Москва, Домодедово",F510,Павильон F,"Двигатель, Трансмиссия",,Хунян,http://www.hongyangtruckparts.ru,sales@hongyangtruckparts.ru,+7(999)809-16-88,https://online.itemf.ru/info/MIMS26/catalog/f5046cab-2079-268f-54d5-3363426e915a/,f5046cab-2079-268f-54d5-3363426e915a,"Наш завод находится в Цзинани (Китай) и производит автомобильные форсунки, высоконапорные топливные насосы и ЭБУ. Благодаря стандартизированному производству и строгому контролю качества продукция отличается высокой точностью, стабильностью и долговечностью и подходит для коммерческого транспорта и спецтехники. У нас есть склад в Москве с постоянным запасом продукции. Мы быстро обрабатываем заказы, осуществляем гибкую поставку и предоставляем послепродажную поддержку, сокращая сроки доставки и гарантируя стабильные поставки для клиентов России.",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,c75e8c3c6e30d05fbe0b05d0fefb2234b81afccd0190d2570418e0b074a5de9f,source/detail_pages/detail_f5046cab-2079-268f-54d5-3363426e915a.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jinan Kairui Auto Parts Co.,Ltd","Jinan Kairui Auto Parts Co.,Ltd","детали двигателя и трансмиссии, детали ходовой и тормозной системы, кузовные детали",Китай,,"Китай, 250031, JINAN, Провинция. Шаньдун, г. Цзинань, ул. Хуанган, №113 1-ый этаж, Центр грузовых запчастей и логистики",F645,Павильон F,"Двигатель, Трансмиссия; Ходовая часть, Тормозная система, Рулевое управление; Кузов и его элементы",,Фотографии; Bosch; Китайский грузовик; ФАВ; Weichai; Шакман.; CUMMINS ENGINE; HanDe Axle,,398625922@qq.com; lili_521@mail.ru,+86(131)8888-9502,https://online.itemf.ru/info/MIMS26/catalog/766c4f71-cdd3-587f-093d-de7a2e8ed208/,766c4f71-cdd3-587f-093d-de7a2e8ed208,"Jinan Kairui Auto Parts Co.,Ltd---экспортер запчастей и деталей к грузовой и спецтехнике. Грузовиков—SITRAK, HOWO T5G, SHACMAN X3000 X5000 X6000, FAW Двигателей—WEICHAI WP12,WP13, MC11,MC13, CUMMINS M11 Других— HANDE 6X6, FAST GEAR, ZF, РАЗДАТКА, РЕТАРДЕР Спецтехники — XCMG, SHANTUI, LONGKING, SDLG Наша компания Jinan Kairui Auto Parts Co.,Ltd работает на российском рынке уже более 10-ти лет. За эти годы наработан не только опыт, но и неоспоримые преимущества. ---Широкий ассортимент деталей ---Быстрая сборка контейнера 1-2 недели ---Низкая цена и хорошее качество ---Гарантия",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,d46f96e1166020296a76fe9382a583ab40dd0b3a8d132164b45d84eccebbda23,source/detail_pages/detail_766c4f71-cdd3-587f-093d-de7a2e8ed208.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jinan Kaishida Import And Export Co.,Ltd","Jinan Kaishida Import And Export Co.,Ltd","автомобильный свет, детали двигателя и трансмиссии, детали ходовой и тормозной системы",Китай,,"Китай, Цзинань, Китай, провинция Шаньдун, город Цзинань, район Хуайинь, улица Мэйли Норт, дом 8",G266,Павильон G,"Автомобильный свет, лампы; Двигатель, Трансмиссия; Ходовая часть, Тормозная система, Рулевое управление",,,http://jnkaishida.ru,wangyunhai1990@mail.ru,+86(156)6576-7820,https://online.itemf.ru/info/MIMS26/catalog/c135616b-56ff-0e28-4f71-cbd42ed5c231/,c135616b-56ff-0e28-4f71-cbd42ed5c231,"ООО «Цзинань Кайшида Импорт и Экспорт» Расположенная в Цзинане — знаменитом Городе Родников, компания ООО «Цзинань Кайшида Импорт и Экспорт» основана в 2006 году как современное комплексное предприятие, объединяющее научно-исследовательские разработки, производство и оптовую реализацию автозапчастей. На начальном этапе наша специализация — комплектующие для пикапов и всего модельного ряда автомобилей Great Wall. Сбытовая сеть охватывает более 20 провинций и прямоподчиненных центральному правительству муниципалитетов Китая. По мере активного развития внутреннего рынка в структуре группы в 201",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,57afb430ddd2bd3d1e5ca8d58dbfe14bcb1efc59da78aa0803961e512e6dcae2,source/detail_pages/detail_c135616b-56ff-0e28-4f71-cbd42ed5c231.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jinan Qianxiang Auto Parts Co., Ltd.","Jinan Qianxiang Auto Parts Co., Ltd.","детали двигателя и трансмиссии, детали ходовой и тормозной системы, механические автодетали",Китай,,"Китай, 510430, Guangzhou, 10dong 301",F509,Павильон F,"Двигатель, Трансмиссия; Ходовая часть, Тормозная система, Рулевое управление; Стандартные механические детали",,,http:///,sonya@steeringtranspro.com,+86(157)0818-1396,https://online.itemf.ru/info/MIMS26/catalog/39ec1618-a3e3-44aa-948b-3362927b8e98/,39ec1618-a3e3-44aa-948b-3362927b8e98,,detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,e81b96954ce4ba4516a1cc7cecfcbcc5177da5fdfe317bc71049d453c3ae2821,source/detail_pages/detail_39ec1618-a3e3-44aa-948b-3362927b8e98.html,
MIMS Automobility Санкт-Петербург 2026,25–28 августа 2026,"Jinan Zhixing Tianxia Automotive Parts Co., Ltd.","Jinan Zhixing Tianxia Automotive Parts Co., Ltd.","кузовные детали, оборудование для кузовного ремонта",Китай,,"Китай, 250000, Цзинань, Полный официальный вариант адреса: Китай, провинция Шаньдун, город Цзинань, район Яошань, улица Ланьсян, дом 57, офис 4-123",E705,Павильон E,Кузов и его элементы; Ремонт кузова,,,,1733530401@qq.com,+86(133)4512-7720,https://online.itemf.ru/info/MIMS26/catalog/d8a3de2a-8b69-9917-c9d6-dd079741afbc/,d8a3de2a-8b69-9917-c9d6-dd079741afbc,"Компания ООО «Цзинань Чжисин Тянься Автозапчасти», расположенная в Цзинане провинции Шаньдун, является профессиональным комплексным поставщиком и экспортером запчастей для легковых автомобилей и тяжелых грузовиков. Мы специализируемся на комплектующих системы теплового регулирования, тормозной системы и шасси, включая полный ассортимент радиаторов, конденсаторов, интеркулеров и дисковых тормозных колодок. Мы поддерживаем долгосрочное стабильное сотрудничество с сертифицированными отечественными производителями. Внедрен строгий контроль исходного сырья и готовой продукции для обеспечения стаб",detail_parsed,,2026-08-22T20:40:34Z,mims26-itemf-public-catalog-signo-v1.0.1,itemf_mims26_public_catalog_count_all,a96ffa320b3507bc86d7b515574fa75e369fe9974d506469a066236702215cc3,source/detail_pages/detail_d8a3de2a-8b69-9917-c9d6-dd079741afbc.html,1733530401
