event_name,company_name,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version
ChemiCos 2026,АДЭМС,Россия,,,92D42,,"ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY","С 2010 года создаём мировые стандарты в заточном искусстве. Полный цикл «под ключ»: оборудование, обучение, расходники в одном окне. Производство станков для заточки парикмахерских, грумерских ножниц, маникюрных инструментов, кусачки, ножнички, пушеры, твизоры, пинцеты.",,http://,84sales@adems.ruadems.ru,,https://chemicos.ru/ru/company-card-axe?sendcompany=5724,5724,А,"С 2010 года создаём мировые стандарты в заточном искусстве. Полный цикл «под ключ»: оборудование, обучение, расходники в одном окне. Производство станков для заточки парикмахерских, грумерских ножниц, маникюрных инструментов, кусачки, ножнички, пушеры, твизоры, пинцеты. | ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АКВАЛОН,Россия,Подольск,"Россия, Московская область, город Подольск, улица Комсомольская, дом 1",91D12,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА","Компания Аквалон – известный российский производитель товаров бытовой химии, средств личной гигиены, профессиональных моющих средств и товаров контрактного производства. Компания имеет многолетний опыт разработки и производства широкого спектра собственных рецептур. Торговые марки компании ориентированы на различные ценовые сегменты, имеют высокую узнаваемость и пользуются спросом среди покупателей. Компания Аквалон обладает: собственной производственной базой, что позволяет наладить бесперебойный процесс производства товаров и предложить оптимальный уровень цен; собственной лабораторией, предназначенной для постоянного контроля стабильного качества выпускаемой продукции и входного сырья; складскими помещениями для обеспечения готовой продукцией клиентов в кротчайшие сроки. Все это и индивидуальный подход к каждому клиенту – делают компанию Аквалон надежным и выгодным партнёром для Вашего бизнеса!",AQUALON; AQUALON PRO; DEBOUCHER ; ДЕБОШИР; MODUS; CREMONELLA; АДАЖИО; ADAGIO; Околица; КЛЕВЕР; DELETE; Матушка природа; Аквагель ; AQUAGEL,http://www.aqualongroup.ru,info@aqualongroup.ru,74955042723,https://chemicos.ru/ru/company-card-axe?sendcompany=5704,5704,А,"Компания Аквалон – известный российский производитель товаров бытовой химии, средств личной гигиены, профессиональных моющих средств и товаров контрактного производства. Компания имеет многолетний опыт разработки и производства широкого спектра собственных рецептур. Торговые марки компании ориентированы на различные ценовые сегменты, имеют высокую узнаваемость и пользуются спросом среди покупателей. Компания Аквалон обладает: собственной производственной базой, что позволяет наладить бесперебойный процесс производства товаров и предложить оптимальный уровень цен; собственной лабораторией, предназначенной для постоянного контроля стабильного качества выпускаемой продукции и входного сырья; ск",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АКВАСАН,Беларусь,Минская область,"Республика Беларусь 223028, Минская область, Минский р-н, аг. Ждановичи, ул. Звездная, д.19 а-7, пом.7-20 +375(17) 512-68-80, 512-68-81, 512-68-82 +375(29) 302-40-47",91D43,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА","СП ООО «АКВАСАН» – это белорусский производитель современных продуктов в сфере бытовой и промышленной химии, а также косметических средств. Мы производим продукты, адаптированные под потребности рынка, с акцентом на качество, стоимость и эффективность. Производственные мощности позволяют выпускать продукцию любого объема и фасовки, а удобная логистика гарантирует своевременную доставку. Вместе с нами, вы получаете не просто качественный продукт, а надежного партнера для развития вашего бизнеса.",ВЕРА;VERA; SVART; ВИКСАН; БЕЛЛЬ; АНТИНАК; ДОМЕС; БИОКС; ВИННИ; АКВАСАН; МАСТЕР КРОТ; AQUASUN; XQ; ПРОГРЕСС; Belitsa; Rada,http://www.aquasan.by,exportpro@aquasan.by,375(29) 654-58-10.,https://chemicos.ru/ru/company-card-axe?sendcompany=5705,5705,А,"СП ООО «АКВАСАН» – это белорусский производитель современных продуктов в сфере бытовой и промышленной химии, а также косметических средств. Мы производим продукты, адаптированные под потребности рынка, с акцентом на качество, стоимость и эффективность. Производственные мощности позволяют выпускать продукцию любого объема и фасовки, а удобная логистика гарантирует своевременную доставку. Вместе с нами, вы получаете не просто качественный продукт, а надежного партнера для развития вашего бизнеса. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА | ВЕРА;VERA; SVART; ВИКСАН; БЕЛЛЬ; АНТИНАК; ДОМЕС; БИОКС; ВИННИ; АКВАСАН; МАСТЕР КРОТ; AQUASUN; XQ; ПРОГРЕСС; Belitsa; Rada",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Активная упаковка,Россия,Санкт-Петербург,"Россия, г. Санкт-Петербург, ул. Двинская 10, 2А, пом. 17Н, офис 17 +7 (812) 984 54 45",92G21,,,"ООО «Активная упаковка» - это оборудование для производств. Наши преимущества - это наличие на складах в Санкт-Петербурге, европейское качество и оперативный сервис. В наличии и сложные проекты под заказ: линии розлива для жидкостей от воды до кислоты. Доступна прямая покупка и в лизинг. Доступно тестирование оборудования перед покупкой в нашем выставочном зале в центре Санкт-Петербурга. Наша автоматизация для ваших производств. Работают все, а зарабатывают - с нами!",,http://active-pack.ru,INFO@ACTIVE-PACK.RU,+7 (962) 684 54 45,https://chemicos.ru/ru/company-card-axe?sendcompany=5718,5718,А,"ООО «Активная упаковка» - это оборудование для производств. Наши преимущества - это наличие на складах в Санкт-Петербурге, европейское качество и оперативный сервис. В наличии и сложные проекты под заказ: линии розлива для жидкостей от воды до кислоты. Доступна прямая покупка и в лизинг. Доступно тестирование оборудования перед покупкой в нашем выставочном зале в центре Санкт-Петербурга. Наша автоматизация для ваших производств. Работают все, а зарабатывают - с нами!",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Альбоген,Россия,Ставрополь,"Россия, г. Ставрополь",92B72,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY","Компания «Альбоген» предоставляет уникальный сервис по дизайну патентоспособных, высокоэффективных и безопасных молекул с требуемыми заказчику свойствами. Ядром компании является платформа ПептиГен, работающая на принципах искусственного интеллекта и глубокого машинного обучения. ПептиГен за 100 дней создаст новый компонент для его включения в Ваши новые FMCG-продукты: косметика, ветеринария, фармацевтика, агротех, пищевая промышленность. Нам доступно > 100 миллионов активных веществ: пептиды, соединения природного происхождения, малые молекулы.",,http://,ceo@peptigen.com,79283775535,https://chemicos.ru/ru/company-card-axe?sendcompany=5796,5796,А,"Компания «Альбоген» предоставляет уникальный сервис по дизайну патентоспособных, высокоэффективных и безопасных молекул с требуемыми заказчику свойствами. Ядром компании является платформа ПептиГен, работающая на принципах искусственного интеллекта и глубокого машинного обучения. ПептиГен за 100 дней создаст новый компонент для его включения в Ваши новые FMCG-продукты: косметика, ветеринария, фармацевтика, агротех, пищевая промышленность. Нам доступно > 100 миллионов активных веществ: пептиды, соединения природного происхождения, малые молекулы. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АЛЬТЕРХИМ-ПРО,Россия,Дзержинск,"Россия, Нижегородская обл., г. Дзержинск, Восточное шоссе, 142 Г",91D23,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ","ООО «АЛЬТЕРХИМ-ПРО» - производитель уходовой косметики и бытовой химии, а также средств для животных и средств дезинфекции. Мы работаем также по системе контрактного производства. Нашим заказчикам мы предоставляем полный цикл услуг: от идеи до готового тиража. Собственное производство, более 300 готовых рецептур, огромный ассортимент отдушек, услуги дизайна и маркетинга, множество вариантов упаковки и этикетки – все это дает возможность создать уникальный продукт под Вашей торговой маркой.",Balunty; Bostos; АПРИЛ,http://alterhimpro.ru,office@alterhim-pro.ru,+7 (831) 274-66-84,https://chemicos.ru/ru/company-card-axe?sendcompany=5858,5858,А,"ООО «АЛЬТЕРХИМ-ПРО» - производитель уходовой косметики и бытовой химии, а также средств для животных и средств дезинфекции. Мы работаем также по системе контрактного производства. Нашим заказчикам мы предоставляем полный цикл услуг: от идеи до готового тиража. Собственное производство, более 300 готовых рецептур, огромный ассортимент отдушек, услуги дизайна и маркетинга, множество вариантов упаковки и этикетки – все это дает возможность создать уникальный продукт под Вашей торговой маркой. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ | Balunty; Bostos; АПРИЛ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АЛЬТЭРОС,Россия,Домодедово,"Россия, Московская обл., г.Домодедово, мкр.Востряково, тер.Триколор, стр.14",91E22,,ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ,"Компания «АЛЬТЭРОС» более 25 лет занимается разработкой, производством и распространением инновационных потребительских товаров. В ассортименте Компании представлена продукция трех торговых марок. - TOP HOUSE - средства для ухода за бытовой техникой - NORDLAND- безопасная и эффективная бытовая химия - ТАЙФУН - мощные средства с оптимальным соотношением цены и качества Компания располагает собственной исследовательской лабораторией. Мы подбираем самые эффективные и безопасные комбинации веществ. Ведем оценку качества сырья и готовой продукции. Представляемые нами торговые марки полностью удовлетворяют потребительский спрос на высококачественные специализированные чистящие и моющие средства, а также на профессиональные средства для ухода за домом и бытовой техникой.",TOP HOUSE; NORDLAND; ТАЙФУН,http://www.alteros.ru,sales@alteros.ru,+7 (495) 781-46-41,https://chemicos.ru/ru/company-card-axe?sendcompany=5869,5869,А,"Компания «АЛЬТЭРОС» более 25 лет занимается разработкой, производством и распространением инновационных потребительских товаров. В ассортименте Компании представлена продукция трех торговых марок. - TOP HOUSE - средства для ухода за бытовой техникой - NORDLAND- безопасная и эффективная бытовая химия - ТАЙФУН - мощные средства с оптимальным соотношением цены и качества Компания располагает собственной исследовательской лабораторией. Мы подбираем самые эффективные и безопасные комбинации веществ. Ведем оценку качества сырья и готовой продукции. Представляемые нами торговые марки полностью удовлетворяют потребительский спрос на высококачественные специализированные чистящие и моющие средства, а",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АЛЬФА-ПЛЮС-ДОН,Россия,Донецк,"Россия, ДНР, г. Донецк, Красноармейское ш., д.6",92C23,,"КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА","ООО «Альфа плюс Дон» – производственная косметическая компания, основанная в Донецке в 2007 году. В 2013 году совместно с компанией Биокон была создана НИОКР-лаборатория для исследования и создания новых уникальных видов косметической продукции. Благодаря современному оборудованию и профессионализму сотрудников компания быстро завоевала доверие крупных российских аптечных и косметических сетей. Сейчас производство активно сотрудничает по выпуску СТМ-продукции, и также производит такие известные бренды, как Синяк-OFF, Гирудовен, Биокон и SUN TIME. Параллельно компания активно ведет сотрудничество с клиниками и институтами для разработки новых продуктов. Мы гарантируем своим партнерам высокое качество продукции, четкое соблюдение своих договорных обязательств и гибкость в ценовой политике.",Биокон; Доктор Биокон; Sun Time; Эколла Био,http://biokon.org,info@biokon.org,79493574805,https://chemicos.ru/ru/company-card-axe?sendcompany=5838,5838,А,"ООО «Альфа плюс Дон» – производственная косметическая компания, основанная в Донецке в 2007 году. В 2013 году совместно с компанией Биокон была создана НИОКР-лаборатория для исследования и создания новых уникальных видов косметической продукции. Благодаря современному оборудованию и профессионализму сотрудников компания быстро завоевала доверие крупных российских аптечных и косметических сетей. Сейчас производство активно сотрудничает по выпуску СТМ-продукции, и также производит такие известные бренды, как Синяк-OFF, Гирудовен, Биокон и SUN TIME. Параллельно компания активно ведет сотрудничество с клиниками и институтами для разработки новых продуктов. Мы гарантируем своим партнерам высокое ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АЛЬЯНС-ЭНЕРГИЯ,Россия,Москва,"Россия, г. Москва, вн.тер.г. муниципальный округ Пресненский, наб. Пресненская, д. 12, помещ. 12/71",91B12,,CHEMICOS INDUSTRY,"С 2002 года «Альянс-Энергия» обеспечивает оптовые поставки химического сырья для более, чем 23 отраслей – от бытовой химии и косметики до нефтегаза, сельского хозяйства, металлургии и фармацевтики. Более 2000 наименований в наличии и под заказ, 20 складов по России для бесперебойных поставок с ближайшего склада. Компания фокусируется на B2B-решениях: гибкая ценовая политика, удобное отслеживание заказов и консультации технологов по подбору сырья, аналогам и оптимизации рецептур.",,http://alliance777.com,request@alliance777.com,78005003877,https://chemicos.ru/ru/company-card-axe?sendcompany=5841,5841,А,"С 2002 года «Альянс-Энергия» обеспечивает оптовые поставки химического сырья для более, чем 23 отраслей – от бытовой химии и косметики до нефтегаза, сельского хозяйства, металлургии и фармацевтики. Более 2000 наименований в наличии и под заказ, 20 складов по России для бесперебойных поставок с ближайшего склада. Компания фокусируется на B2B-решениях: гибкая ценовая политика, удобное отслеживание заказов и консультации технологов по подбору сырья, аналогам и оптимизации рецептур. | CHEMICOS INDUSTRY",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АМИНОХИМ,Россия,Москва,"Россия, 111141, Москва, Вн.Тер.г. Муниципальный Округ Перово, Зелёный Пр-Кт, Д. 5/12, Стр. 2, Этаж 2",91A22,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK","Компания ООО «Аминохим» основана в 2008 году и является одним из ведущих производителем ПАВ (поверхностно-активных веществ) и со-ПАВ, применяемых в качестве сырьевых компонентов как в производстве средств бытовой химии и косметики, так и на предприятиях нефтедобывающей промышленности.",,http://Aminohim.ru,aminohim@mail.ru,"(499) 182-4332, 182-2813",https://chemicos.ru/ru/company-card-axe?sendcompany=5886,5886,А,"Компания ООО «Аминохим» основана в 2008 году и является одним из ведущих производителем ПАВ (поверхностно-активных веществ) и со-ПАВ, применяемых в качестве сырьевых компонентов как в производстве средств бытовой химии и косметики, так и на предприятиях нефтедобывающей промышленности. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АМС Кемикал,Россия,Москва,"Российская Федерация, 105082, г. Москва, ул. Большая Почтовая, 55/59, стр. 1",91E33,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ","Компания ""АМС Кемикал"" – российский производитель профессиональной, бытовой химии и косметических средств. Производство основано в 1996 году. С 2014 года компания занимается контрактным производством под СТМ заказчиков. Бренды компании: ""МЕГА"", ""Золушка"", ""MEGA"", ""ПРОГРЕСС | PROGRESS"", ""Зодиак"" и ""Русские травы"". Продажи осуществляются крупным и мелким оптом, напрямую или через торговых партнеров, официальных представителей и эксклюзивных дистрибьюторов как в России, так и за ее пределами.",Золушка; ПРОГРЕСС; PROGRESS; МЕГА; Русские травы; Зодиак; MEGA; Denish,http://www.ams-chemical.ru,info@ams-chemical.ru,+7 495 232-24-01,https://chemicos.ru/ru/company-card-axe?sendcompany=5745,5745,А,"Компания ""АМС Кемикал"" – российский производитель профессиональной, бытовой химии и косметических средств. Производство основано в 1996 году. С 2014 года компания занимается контрактным производством под СТМ заказчиков. Бренды компании: ""МЕГА"", ""Золушка"", ""MEGA"", ""ПРОГРЕСС | PROGRESS"", ""Зодиак"" и ""Русские травы"". Продажи осуществляются крупным и мелким оптом, напрямую или через торговых партнеров, официальных представителей и эксклюзивных дистрибьюторов как в России, так и за ее пределами. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ | Золушка; ПРОГРЕСС; PROGRESS; МЕГА; Русские травы; Зодиак; MEGA; Denish",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Арома Нота,Россия,Волгоград,"Россия, Волгоград, ул. Лермонтова, дом. 31",92C22,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY","Компания ООО «Арома Нота» занимается разработкой и производством сырья для косметически-парфюмированной и бытовой продукции. Приоритетом деятельности компании является продвижение собственных уникальных сырьевых компонентов и технических решений в России и странах СНГ, а также технологическая поддержка наших клиентов, производящих парфюмерно-косметическую продукцию, на всех этапах ее внедрения, начиная от изготовления лабораторных образцов и заканчивая отработкой вопросов масштабирования непосредственно на этапе производства. Ключевой особенностью нашей работы является замещение импортных составляющих в нашем сырье. Есть препараты, содержащие в себе только отечественные компоненты, которые полностью произведены по СТ-1. Также имеем 3 собственных бренда продукции: «Хипикар» автомобильные ароматизаторы, «Династия» интерьерный парфюм/диффузоры и «Мистер ТеБенадо» кондиционеры/духи для стирки. Что позволяет закрыть потребности и проблемы клиента «под ключ», т.к все сырье тестируется на собственных продуктах. Есть отдел Контрактного производства. Занимаемся производством ароматической продукции под СТМ. Имеем награды на наше сырье и продукцию. Постоянно развиваемся, улучшаем рецептуры, тестируем и разрабатываем новые сырьевые и готовые продукты.",Hipicar; Mr.TeBenado,http://Aromanotastm.ru,aromanotastm@yandex.ru,+7(8442)-57-15-27,https://chemicos.ru/ru/company-card-axe?sendcompany=5887,5887,А,"Компания ООО «Арома Нота» занимается разработкой и производством сырья для косметически-парфюмированной и бытовой продукции. Приоритетом деятельности компании является продвижение собственных уникальных сырьевых компонентов и технических решений в России и странах СНГ, а также технологическая поддержка наших клиентов, производящих парфюмерно-косметическую продукцию, на всех этапах ее внедрения, начиная от изготовления лабораторных образцов и заканчивая отработкой вопросов масштабирования непосредственно на этапе производства. Ключевой особенностью нашей работы является замещение импортных составляющих в нашем сырье. Есть препараты, содержащие в себе только отечественные компоненты, которые п",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Арома Юнион,Россия,Санкт-Петербург,"Россия, 196620, г. Санкт-Петербург, г. Павловск, шоссе Павловское, дом 4, литера В",92C24,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY","Компания занимается разработкой и производством отдушек и ароматических композиций для косметической и парфюмерной промышленности, а также для производителей бытовой химии. На выставке будут представлены специализированные коллекции отдушек, созданные для работы в агрессивных средах бытовой химии: от щелочных моющих средств до кислотных очистителей и хлорсодержащих составов.",,http://aromaunion.ru,natalia@aromaunion.ru,79219049636,https://chemicos.ru/ru/company-card-axe?sendcompany=5828,5828,А,"Компания занимается разработкой и производством отдушек и ароматических композиций для косметической и парфюмерной промышленности, а также для производителей бытовой химии. На выставке будут представлены специализированные коллекции отдушек, созданные для работы в агрессивных средах бытовой химии: от щелочных моющих средств до кислотных очистителей и хлорсодержащих составов. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Ароматик,Россия,Екатеринбург,"Россия, 620072, г. Екатеринбург, ул.40-летия Комсомола, 38 литер А оф.20 238522, г. Калининград, Гурьевский р-н, поселок Поддубное, ул. Лесная 50 А 8 (909) 797-96-94",91G64,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ","Компания ООО «Ароматик» производит ароматические палочки индийского типа, созданные в сотрудничестве с ведущими специалистами Индии и Вьетнама. Их качество соответствует лучшим образцам, производимым в Индии. Ароматические саше для ароматизации постельного белья. Компоненты для их производства мы получаем в России и из Индии. Ароматические диффузоры со встроенным тестером 50, 20 и 10 мл для дома и автомобиля. Компоненты мы также получаем из России и Индии. В линейке присутствуют как реплики самых популярных брендов, так и чудесные ароматы цветов, фруктов и деревьев.",ИНДОКИТАЙ,http://,aromasl2015@yandex.ru,+7(4012) 64-09-92,https://chemicos.ru/ru/company-card-axe?sendcompany=5859,5859,А,"Компания ООО «Ароматик» производит ароматические палочки индийского типа, созданные в сотрудничестве с ведущими специалистами Индии и Вьетнама. Их качество соответствует лучшим образцам, производимым в Индии. Ароматические саше для ароматизации постельного белья. Компоненты для их производства мы получаем в России и из Индии. Ароматические диффузоры со встроенным тестером 50, 20 и 10 мл для дома и автомобиля. Компоненты мы также получаем из России и Индии. В линейке присутствуют как реплики самых популярных брендов, так и чудесные ароматы цветов, фруктов и деревьев. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ | ИНДОКИТАЙ",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АСТИБЬЮТИ,Россия,Москва,"Россия, 107076, город Москва, Колодезный пер, д. 3 стр. 29, помещ. 1п",91G17,,КОСМЕТИКА,"AstiBeauty – Российский производитель и бренд косметической продукции для ванн. Главный продукт – чай для ванн – гигантский фильтр пакет в виде чайного пакетика с морской солью и различными травами в ассортименте (категория средства для принятия ванн). Чай для ванн уже продается в крупных российских сетях и на всех крупнейших маркетплейсах. Мы реализовываем контракты под СТМ (уже есть кейс 30 000 штук для российского бренда) А также продукт имеет высокий спрос в ОАЭ и экспортируется в ОАЭ и Саудовскую Аравию. Это новинка в косметическом рынке СНГ. В наличии 6 видов чайных пакетиков для ванн. Также в ассортименте пена для ванн, масло для тела. Планируется запуск новых продуктов.",AstiBeauty,http://,Astibeauty.info@gmail.com,79936135233,https://chemicos.ru/ru/company-card-axe?sendcompany=5849,5849,А,"AstiBeauty – Российский производитель и бренд косметической продукции для ванн. Главный продукт – чай для ванн – гигантский фильтр пакет в виде чайного пакетика с морской солью и различными травами в ассортименте (категория средства для принятия ванн). Чай для ванн уже продается в крупных российских сетях и на всех крупнейших маркетплейсах. Мы реализовываем контракты под СТМ (уже есть кейс 30 000 штук для российского бренда) А также продукт имеет высокий спрос в ОАЭ и экспортируется в ОАЭ и Саудовскую Аравию. Это новинка в косметическом рынке СНГ. В наличии 6 видов чайных пакетиков для ванн. Также в ассортименте пена для ванн, масло для тела. Планируется запуск новых продуктов. | КОСМЕТИКА |",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,Астрос Логистикс,Россия,Санкт-Петербург,"Россия, Санкт-Петербург, Волхонское шоссе 2а, 198323, Ломоносовский район, Индустриальная зона, Горелово",92A15,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK","Астрос Логистикс – ведущий логистический оператор с 30+ лет опыта в России. Компания предоставляет комплексные решения в сфере международной логистики, импортно-экспортного сопровождения, таможенного оформления и 3PL-складских услуг. Мы обеспечиваем поставки, хранение, обработку, маркировку «Честный Знак», комплектацию и дистрибуцию, помогая клиентам эффективно развивать бизнес.",,http://astroslogistics.ru,info@astroslogistics.ru,+7 (812) 332 67 00,https://chemicos.ru/ru/company-card-axe?sendcompany=5817,5817,А,"Астрос Логистикс – ведущий логистический оператор с 30+ лет опыта в России. Компания предоставляет комплексные решения в сфере международной логистики, импортно-экспортного сопровождения, таможенного оформления и 3PL-складских услуг. Мы обеспечиваем поставки, хранение, обработку, маркировку «Честный Знак», комплектацию и дистрибуцию, помогая клиентам эффективно развивать бизнес. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ, CHEMICOS INDUSTRY, CHEMIPACK",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
ChemiCos 2026,АСФАРИ ЛЕЙБ ЛАБ,Россия,Московская обл,"141290, Россия, Московская обл, Пушкинский г.о., Красноармейск г, Трудовой поселок ул, д. 3а",91D13,,"ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ",Наша компания на рынке эстетической медицины уже более 10 лет за это время мы наработали экспертизу и прошли все этапы от разработки формул и создания до сертификации и продвижения продукта с нуля. В 2014 году была основана лаборатория Asfary. Мы начинаем новый этап развития – запускаем и разрабатываем производство косметики под Вашим личным брендом. Наши технологи разрабатывают формулы под запросы Вашего бизнеса. У нас в портфеле множество работающих формул. Качество выпускаемой косметики не уступает зарубежным аналогам и соответствует государственным и международным стандартам.,ASFARY LABEL LAB,http://asfarylabellab.ru,asfarylab@mail.ru,+7 (985) 316-60-06,https://chemicos.ru/ru/company-card-axe?sendcompany=5815,5815,А,"Наша компания на рынке эстетической медицины уже более 10 лет за это время мы наработали экспертизу и прошли все этапы от разработки формул и создания до сертификации и продвижения продукта с нуля. В 2014 году была основана лаборатория Asfary. Мы начинаем новый этап развития – запускаем и разрабатываем производство косметики под Вашим личным брендом. Наши технологи разрабатывают формулы под запросы Вашего бизнеса. У нас в портфеле множество работающих формул. Качество выпускаемой косметики не уступает зарубежным аналогам и соответствует государственным и международным стандартам. | ПРОФЕССИОНАЛЬНАЯ И БЫТОВАЯ ХИМИЯ, КОСМЕТИКА, ПЕРСОНАЛЬНАЯ ГИГИЕНА, ТОВАРЫ ДЛЯ КРАСОТЫ И ЗДОРОВЬЯ | ASFARY LABEL",ok,,2026-06-13T06:10:24Z,chemicos-joomla-catalog-v1.0.0
