event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,short_name_check,products_check,qa_notes,signo_status,repeat_reason,matched_crm_email,matched_crm_domain,matched_crm_company,candidate_emails,candidate_top_domains,source_sheet,source_removed_reason,website_email_status,website_email_source_url,website_email_notes,main email,main_email_reason
HouseHold Expo. Осень 2026,8–10 сентября 2026,КЛЕОПАТРА ТРЕЙДИНГ КО,Клеопатра Трейдинг Ко,домашний текстиль,Россия,Москва,,10A2-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Домашний текстиль,"Оптовая торговля текстильными изделиями, кроме текстильных галантерейных изделий (46.41.1).",,,a.semenov@cleoint.com,7 (495) 664-97-66,https://catalog.hhexpo.ru/companies/company/156549-kleopatra-trejding-ko.html,156549,keep,"КЛЕОПАТРА ТРЕЙДИНГ КО | Россия | 10A2-01 | Оптовая торговля текстильными изделиями, кроме текстильных галантерейных изделий (46.41.1). | categories: Домашний текстиль",parsed,,2026-08-24T05:47:17Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,a.semenov@cleoint.com,cleoint.com,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,a.semenov@cleoint.com,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,Комтех,Комтех,посуда для приготовления; сервировочная посуда,Россия,Москва,,11А5-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Посуда для приготовления; Посуда для сервировки,"«Вятская керамика» является образцом наилучшей посуды из керамики для приготовления традиционных и изысканных блюд, а также сервировки стола. ALBER – деревянная кухонная утварь от отечественного производителя из березы северных районов Кировской области, с высочайшими потребительскими и экологическими характеристиками. При производстве товаров под маркой «Вятская керамика» и «ALBER» используются только натуральные природные материалы самого высокого качества.",,http://vkeramika.ru,vkeramika43@mail.ru,+79091385151,https://catalog.hhexpo.ru/companies/company/158862-komtekh.html,158862,keep,"Комтех | Россия | 11А5-01 | «Вятская керамика» является образцом наилучшей посуды из керамики для приготовления традиционных и изысканных блюд, а также сервировки стола. ALBER – деревянная кухонная утварь от отечественного производителя из березы северных районов Кировской области, с высочайшими потребительскими и экологическими характеристиками. При производстве товаров под маркой «Вятская керамика» и «ALBER» используются только натуральные природные материалы самого высок | categories: Посуда для приготовления; Посуда для сервировки",parsed,,2026-08-24T05:47:17Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,vkeramika43@mail.ru,vkeramika.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,vkeramika43@mail.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,КРИСТАЛ БОГЕМИЯ РУС,Кристал Богемия Рус,посуда для приготовления; сервировочная посуда; декор и предметы интерьера,Россия,Москва,,9B7-01,"Крокус Экспо, Павильон 2, залы 9-10-11","Посуда для приготовления; Посуда для сервировки; Декор, оформление и предметы интерьера","ООО «Кристал БОГЕМИЯ Рус» – официальный представитель Компании «Crystal BOHEMIA a.s.», производителя изделий знаменитого Чешского хрусталя TM «Crystal BOHEMIA», Чешского стекла TM «Crystal BOHEMIA», Компании «THUN 1794 a.s.», производителя изделий известного Карловарского фарфора TM «THUN», «THUN 1794», «Concordia», «Bernadotte», Компании «Bohemia Jihlava, a.s.», производителя изделий чешского стекла и хрусталя ТМ «JIHLAVSKÉ SKLÁRNY BOHEMIA 1845», Компании «KAVALIERGLASS, a... ООО «Кристал БОГЕМИЯ Рус» – официальный представитель Компании «Crystal BOHEMIA a.s.», производителя изделий знаменитого Чешского хрусталя TM «Crystal BOHEMIA», Чешского стекла TM «Crystal BOHEMIA», Компании «THUN 1794 a.s.», производителя изделий известного Карловарского фарфора TM «THUN», «THUN 1794», «Concordia», «Bernadotte», Компании «Bohemia Jihlava, a.s.», производителя изделий чешского стекла и хрусталя ТМ «JIHLAVSKÉ SKLÁRNY BOHEMIA 1845», Компании «KAVALIERGLASS, a.s.», производителя изделий из жаростойкого стекла ТМ «SIMAX» на всей территории России. Компания предлагает: - широкий ассортимент продукции производителя; - последние новинки от производителя; - гибкие условия работы; - индивидуальный подход к каждому клиенту: - высочайшее европейское качество изделий; - ОПТимальные цены; - надежное партнерство.",,https://crystal-bohemia.ru,info@crystal-bohemia.ru,7(495) 380-30-85,https://catalog.hhexpo.ru/companies/company/156558-kristal-bogemiya-rus.html,156558,keep,"КРИСТАЛ БОГЕМИЯ РУС | Россия | 9B7-01 | ООО «Кристал БОГЕМИЯ Рус» – официальный представитель Компании «Crystal BOHEMIA a.s.», производителя изделий знаменитого Чешского хрусталя TM «Crystal BOHEMIA», Чешского стекла TM «Crystal BOHEMIA», Компании «THUN 1794 a.s.», производителя изделий известного Карловарского фарфора TM «THUN», «THUN 1794», «Concordia», «Bernadotte», Компании «Bohemia Jihlava, a.s.», производителя изделий чешского стекла и хрусталя ТМ «JIHLAVSKÉ SKLÁRNY BOHEMIA 1845» | categories: Посуда для приготовления; Посуда для сервировки; Декор, оформление и предметы интерьера",parsed,,2026-08-24T05:47:18Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,info@crystal-bohemia.ru,crystal-bohemia.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,info@crystal-bohemia.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,КРИСТАЛЕКС РУС,Кристалекс Рус,сервировочная посуда,Россия,Москва,,9B6-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Посуда для сервировки,"Компания «Кристалекс РУС» хорошо известна профессиональному рынку как дистрибьютор ведущих европейских фабрик. Уже более десяти лет мы представляем в России чешское стекло Crystalex и польский фарфор Ćmielów, неизменно связывая бренд с высоким качеством и эстетикой европейского уровня. В 2023 году для компании наступил новый этап — настоящий прорыв. Было открыто собственное производство Tikhoretsky Porcelain на территории Краснодарского края — первый крупный проект, в котором европейский опыт соединяется с российским потенциалом... Компания «Кристалекс РУС» хорошо известна профессиональному рынку как дистрибьютор ведущих европейских фабрик. Уже более десяти лет мы представляем в России чешское стекло Crystalex и польский фарфор Ćmielów, неизменно связывая бренд с высоким качеством и эстетикой европейского уровня. В 2023 году для компании наступил новый этап — настоящий прорыв. Было открыто собственное производство Tikhoretsky Porcelain на территории Краснодарского края — первый крупный проект, в котором европейский опыт соединяется с российским потенциалом. Предприятие охватывает полный цикл: от замысла и моделирования до обжига, глазуровки и художественного декора. Фарфор под маркой Tikhoretsky Porcelain — это 100 % российская продукция, созданная с вниманием к каждой детали. В коллекциях бренда — десятки форм и богатая палитра глазурей. Особой популярностью пользуются Indigo и Cappuccino — тёплые, естественные оттенки, отражающие актуальный тренд рустикального фарфора, но выделяющиеся высоким качеством, прочностью и утончённостью исполнения. На базе завода выполняются все виды кастомизации — от создания форм и декора до разработки индивидуальных коллекций под бренд ресторана. Следующий прорыв произошёл в 2025 году, когда компания представила новый премиальный бренд дизайнерского фарфора Villin’s. Villin’s воплощает философию natura creata — «природа, созданная человеком». Это гармония естественных форм и текстур с эстетикой современной подачи. Природа становится источником вдохновения, а фарфор — способом передать её энергию и характер в пространстве стола.",,https://crystalex-rus.com/,chaplygina@crystalexrus.ru,8-964-922-12-11,https://catalog.hhexpo.ru/companies/company/156561-kristaleks-rus.html,156561,keep,"КРИСТАЛЕКС РУС | Россия | 9B6-01 | Компания «Кристалекс РУС» хорошо известна профессиональному рынку как дистрибьютор ведущих европейских фабрик. Уже более десяти лет мы представляем в России чешское стекло Crystalex и польский фарфор Ćmielów, неизменно связывая бренд с высоким качеством и эстетикой европейского уровня. В 2023 году для компании наступил новый этап — настоящий прорыв. Было открыто собственное производство Tikhoretsky Porcelain на территории Краснодарского края — пе | categories: Посуда для сервировки",parsed,,2026-08-24T05:47:18Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,repeat,company-owned domain matched current Twenty repeat index,,crystalexrus.ru,Кристалекс РУС,chaplygina@crystalexrus.ru,crystalexrus.ru; crystalex-rus.com,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,chaplygina@crystalexrus.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ИП Кузнецов,Кузнецов,системы хранения и органайзеры; декор и предметы интерьера; мебель для дома; товары для дачи и благоустройства; детские товары и игрушки,Россия,Москва,,9B-1404,"Крокус Экспо, Павильон 2, залы 9-10-11",,"Мы - производственная компания полного цикла, специализирующаяся на выпуске товаров для сетей и селлеров. Производим широкий ассортимент продукции: детскую мебель и игрушки, товары для дома и интерьера, системы хранения, мебель и изделия для сада и дачи. Работаем с фанерой, МДФ, ЛМДФ, древесиной и другими материалами. Берём проекты от идеи и образца до серийного производства, упаковки и готового товара под брендом заказчика.",,,klik-kin@yandex.ru,+79301323001,https://catalog.hhexpo.ru/companies/company/156534-ip-kuznetsov.html,156534,keep,"ИП Кузнецов | Россия | 9B-1404 | Мы - производственная компания полного цикла, специализирующаяся на выпуске товаров для сетей и селлеров. Производим широкий ассортимент продукции: детскую мебель и игрушки, товары для дома и интерьера, системы хранения, мебель и изделия для сада и дачи. Работаем с фанерой, МДФ, ЛМДФ, древесиной и другими материалами. Берём проекты от идеи и образца до серийного производства, упаковки и готового товара под брендом заказчика.",parsed,,2026-08-24T05:47:28Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,klik-kin@yandex.ru,,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,klik-kin@yandex.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ЛЕКС,ЛЕКС,сервировочная посуда; кухонные принадлежности; товары для уборки и хозтовары; декор и предметы интерьера,Россия,Москва,,11C1-02,"Крокус Экспо, Павильон 2, залы 9-10-11","Посуда для сервировки; Аксессуары и инструменты для кухни; Хозтовары и уборка; Декор, оформление и предметы интерьера","ООО «Лекс» – производитель, импортер и дистрибутор ТНП, более 20 брендов и 7000 наименований товара. Мы активная, стабильно развивающаяся компания, существующая на рынке уже более 19-ти лет. ООО «Лекс» является одним из основных игроков на рынке бумажно-гигиенической продукции для дома и HoReCa, декоративных бумажных, ПЭ и ПВХ скатертей и салфеток, ассортимента для декора стола, стеклянной, керамической и одноразовой посуды, алюминиевых форм, обувных аксессуаров, товаров для дома и уборки, производства СТМ.",,,offer@lex21.ru,,https://catalog.hhexpo.ru/companies/company/156567-leks.html,156567,keep,"ЛЕКС | Россия | 11C1-02 | ООО «Лекс» – производитель, импортер и дистрибутор ТНП, более 20 брендов и 7000 наименований товара. Мы активная, стабильно развивающаяся компания, существующая на рынке уже более 19-ти лет. ООО «Лекс» является одним из основных игроков на рынке бумажно-гигиенической продукции для дома и HoReCa, декоративных бумажных, ПЭ и ПВХ скатертей и салфеток, ассортимента для декора стола, стеклянной, керамической и одноразовой посуды, алюминиевых форм, обу | categories: Посуда для сервировки; Аксессуары и инструменты для кухни; Хозтовары и уборка; Декор, оформление и предметы интерьера",parsed,,2026-08-24T05:47:19Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,offer@lex21.ru,lex21.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,offer@lex21.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,Лаврия,Лаврия,кухонные принадлежности; товары для уборки и хозтовары; товары для дачи и благоустройства,Россия,Москва,,10B1-03,"Крокус Экспо, Павильон 2, залы 9-10-11",Аксессуары и инструменты для кухни; Хозтовары и уборка; Дача и благоустройство,"ЛАВРИЯ (ранее — торговый дом НХК) с 1998 года развивает собственные бренды на рынке хозяйственных товаров, занимая устойчивые позиции в России и странах СНГ. Под брендами компании представлены товары для уборки, аксессуары для хранения и приготовления пищи, пятновыводители, средства для прочистки труб и многое другое. Ключевое преимущество ""ЛАВРИИ"" — это собственная производственная база, которая позволяет не только контролировать качество на всех этапах, но и оперативно выводить на рынок новые продукты, разрабатывать инновационные решения. 28 лет технологического опыта, отлаженные процессы и глубокая экспертиза обеспечивают стабильность и рост компании.",,https://lavria.ru/,hello@lavria.ru,8 (81369) 7-30-00,https://catalog.hhexpo.ru/companies/company/155769-abrazivnye-tekhnologii.html,155769,keep,"Лаврия | Россия | 10B1-03 | ЛАВРИЯ (ранее — торговый дом НХК) с 1998 года развивает собственные бренды на рынке хозяйственных товаров, занимая устойчивые позиции в России и странах СНГ. Под брендами компании представлены товары для уборки, аксессуары для хранения и приготовления пищи, пятновыводители, средства для прочистки труб и многое другое. Ключевое преимущество ""ЛАВРИИ"" — это собственная производственная база, которая позволяет не только контролировать качество на все | categories: Аксессуары и инструменты для кухни; Хозтовары и уборка; Дача и благоустройство",parsed,,2026-08-24T05:47:18Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,hello@lavria.ru,lavria.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,hello@lavria.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ЛеГОБЕЛЕН,ЛеГОБЕЛЕН,домашний текстиль; декор и предметы интерьера,Россия,Москва,,9C12-01,"Крокус Экспо, Павильон 2, залы 9-10-11","Домашний текстиль; Декор, оформление и предметы интерьера","Вот уже более 15 лет компания ЛеГОБЕЛЕН является производителем товаров домашнего текстиля из гобелена. Эстетика, уют, творчество – основная составляющая новых коллекций. Создавая их, мы меняем пространство. Предлагаем Вашему вниманию скатерти, наволочки, салфетки, вытканные на фабриках Испании, Италии, Бельгии и России. Рады представить и новогоднюю коллекцию, поражающую своим разнообразием. Она станет роскошным подарком на Новый год и Рождество. Выбирая ЛеГОБЕЛЕН, вы выбираете качество.",,https://legobelin.ru/,legobelin@mail.ru,+79827448482,https://catalog.hhexpo.ru/companies/company/156675-samuraj.html,156675,keep,"ЛеГОБЕЛЕН | Россия | 9C12-01 | Вот уже более 15 лет компания ЛеГОБЕЛЕН является производителем товаров домашнего текстиля из гобелена. Эстетика, уют, творчество – основная составляющая новых коллекций. Создавая их, мы меняем пространство. Предлагаем Вашему вниманию скатерти, наволочки, салфетки, вытканные на фабриках Испании, Италии, Бельгии и России. Рады представить и новогоднюю коллекцию, поражающую своим разнообразием. Она станет роскошным подарком на Новый год и Рождество | categories: Домашний текстиль; Декор, оформление и предметы интерьера",parsed,,2026-08-24T05:47:19Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,legobelin@mail.ru,legobelin.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,legobelin@mail.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ЛИНРОГ/ЛЫСЬВА,Линрог/Лысьва,посуда для приготовления; бытовая техника и электроника,Россия,Москва,,11G1-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Посуда для приготовления; Бытовая техника и электроника,"ООО «Промышленная группа «ЛИНРОГ» - организация, под управлением которой находится крупная группа промышленных предприятий, ведущих свою историю с 1913 года: - АО «ЛЗЭП»; - ООО «ЛЗМИ»; - ООО «ЛИМЗ»; - ООО «ЛЗБТ»; - ООО «ЛЗСФ»; - ООО «ЛЗСМ». Основные компетенции группы: - обработка металла; - производство и нанесение защитных покрытий на металл; - производство бытовой техники; - производство посуды и товаров для дома; - производство фритт и глазурей; - производство инструмента и оснастки; - литейное производство.",,,sale@lpec.ru,7 (34249)3-07-03,https://catalog.hhexpo.ru/companies/company/156573-linrog-lysva.html,156573,keep,"ЛИНРОГ/ЛЫСЬВА | Россия | 11G1-01 | ООО «Промышленная группа «ЛИНРОГ» - организация, под управлением которой находится крупная группа промышленных предприятий, ведущих свою историю с 1913 года: - АО «ЛЗЭП»; - ООО «ЛЗМИ»; - ООО «ЛИМЗ»; - ООО «ЛЗБТ»; - ООО «ЛЗСФ»; - ООО «ЛЗСМ». Основные компетенции группы: - обработка металла; - производство и нанесение защитных покрытий на металл; - производство бытовой техники; - производство посуды и товаров для дома; - производство фритт и глазур | categories: Посуда для приготовления; Бытовая техника и электроника",parsed,,2026-08-24T05:47:19Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,repeat,exact normalized email matched current Twenty repeat index,sale@lpec.ru,,Лысьвенский завод эмалированной посуды,sale@lpec.ru,lpec.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,sale@lpec.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,ЛМР ПЛАСТ,Лмр Пласт,мебель для дома; товары для дачи и благоустройства,Россия,Москва,,10B2-02,"Крокус Экспо, Павильон 2, залы 9-10-11",Мебель; Дача и благоустройство,"ООО «ЛМР Пласт» создано в июне 2013 года. Компания специализируется на производстве и продаже пластиковых изделий европейского качества для дома и сада. ООО «ЛМР Пласт» производит и поставляет в торговые сети широкую номенклатурную линейку пластмассовых изделий. Продукция выпускается под торговой маркой Fimako. На сегодняшний день продукция реализуется от Дальнего Востока до Калининграда, а так же товар поставляется в страны Таможенного союза и СНГ. Мы постоянно расширяем географию продаж. Вся продукция соответствует требованиям ГОСТ Р 50962–96 и требованиям Таможенного союза ТС 025/2012. Бренд fimako представлен в таких федеральных сетях как:Фикс Прайс, Светофор, Победа, Чижик.",,http://fimako.ru,info@fimako.ru,843) 260-0-270,https://catalog.hhexpo.ru/companies/company/156576-lmr-plast.html,156576,keep,"ЛМР ПЛАСТ | Россия | 10B2-02 | ООО «ЛМР Пласт» создано в июне 2013 года. Компания специализируется на производстве и продаже пластиковых изделий европейского качества для дома и сада. ООО «ЛМР Пласт» производит и поставляет в торговые сети широкую номенклатурную линейку пластмассовых изделий. Продукция выпускается под торговой маркой Fimako. На сегодняшний день продукция реализуется от Дальнего Востока до Калининграда, а так же товар поставляется в страны Таможенного союза и С | categories: Мебель; Дача и благоустройство",parsed,,2026-08-24T05:47:19Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,info@fimako.ru,fimako.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,info@fimako.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,МЕЧТА,МЕЧТА,посуда для приготовления,Россия,Москва,,11K2-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Посуда для приготовления,"Компания создает и производит литую алюминиевую посуду премиум класса под торговой маркой «МЕЧТА», воплощая мечты самых требовательных домохозяек и профессиональных поваров. Высококачественная продукция и продуманный дизайн – визитная карточка компании. Собственное производство, включающее в себя всю цепочку от стадии литья до упаковки готовой продукции, позволяет создать привлекательную посуду по приемлемой цене. Ее отличает особая износостойкость и повышенные антипригарные свойства.",,,ceram@list.ru,7 (84364) 27141,https://catalog.hhexpo.ru/companies/company/156591-mechta.html,156591,keep,"МЕЧТА | Россия | 11K2-01 | Компания создает и производит литую алюминиевую посуду премиум класса под торговой маркой «МЕЧТА», воплощая мечты самых требовательных домохозяек и профессиональных поваров. Высококачественная продукция и продуманный дизайн – визитная карточка компании. Собственное производство, включающее в себя всю цепочку от стадии литья до упаковки готовой продукции, позволяет создать привлекательную посуду по приемлемой цене. Ее отличает особая износостойкос | categories: Посуда для приготовления",parsed,,2026-08-24T05:47:19Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,ceram@list.ru,,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,ceram@list.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,"Мамсиров А. А., ИП","Мамсиров А. А., ИП",сервировочная посуда; кухонные принадлежности,Россия,Москва,,11A1-01,"Крокус Экспо, Павильон 2, залы 9-10-11",Посуда для сервировки; Аксессуары и инструменты для кухни,"Предприятие производит разделочные доски, наборы, менажницы, хлебницы, скалки, лопатки и прочую кухонную утварь из натурального дерева (бук), выросшего в экологически чистых горах Северного Кавказа. Предприятие работает с 1999 г. и имеет прочные связи на рынке России. Соотношение цены и качества и ассортимент позволяет успешно работать со всеми регионами страны. Производится более 200 наименований продукции затребованных потребителем.",,,mamsirovaslan@yandex.ru,7-905-435-79-78,https://catalog.hhexpo.ru/companies/company/156582-mamsirov.html,156582,keep,"Мамсиров А. А., ИП | Россия | 11A1-01 | Предприятие производит разделочные доски, наборы, менажницы, хлебницы, скалки, лопатки и прочую кухонную утварь из натурального дерева (бук), выросшего в экологически чистых горах Северного Кавказа. Предприятие работает с 1999 г. и имеет прочные связи на рынке России. Соотношение цены и качества и ассортимент позволяет успешно работать со всеми регионами страны. Производится более 200 наименований продукции затребованных потребителем. | categories: Посуда для сервировки; Аксессуары и инструменты для кухни",parsed,,2026-08-24T05:47:19Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,mamsirovaslan@yandex.ru,,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,mamsirovaslan@yandex.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,МИРРЭЙ,Миррэй,декор и предметы интерьера; мебель для дома; товары для дачи и благоустройства,Россия,Москва,,9С11-03,"Крокус Экспо, Павильон 2, залы 9-10-11",,"Компания «Миррэй» рада сообщить об открытии Профессионального шоу рума для флористов, дизайнеров и декораторов. Мы расширили ассортимент и предлагаем комплексные решения для оформления пространств: от жилых интерьеров до витрин и фотозон. В ассортименте: • Вазы более 1000 артикулов: напольные, настольные, из разных материалов и фактур — под любые задачи и стили. • Интерьерный декор: элементы для создания завершённой композиции и атмосферы уюта. • Сухоцветы и декоративные растения: долговечные решения для флористических и интерьерных проектов.",,http://www.mirrey.ru,sales@mirrey.ru,+7 (495) 032-36-48,https://catalog.hhexpo.ru/companies/company/156594-mirrej.html,156594,keep,"МИРРЭЙ | Россия | 9С11-03 | Компания «Миррэй» рада сообщить об открытии Профессионального шоу рума для флористов, дизайнеров и декораторов. Мы расширили ассортимент и предлагаем комплексные решения для оформления пространств: от жилых интерьеров до витрин и фотозон. В ассортименте: • Вазы более 1000 артикулов: напольные, настольные, из разных материалов и фактур — под любые задачи и стили. • Интерьерный декор: элементы для создания завершённой композиции и атмосферы уюта. •",parsed,,2026-08-24T05:47:19Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence.,new,,,,,sales@mirrey.ru,mirrey.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,sales@mirrey.ru,public catalogue/contact email
HouseHold Expo. Осень 2026,8–10 сентября 2026,МОНДЕ ДИЗАЙН,Монде Дизайн,сервировочная посуда; домашний текстиль; декор и предметы интерьера; мебель для дома,Россия,Москва,,9A3-02,"Крокус Экспо, Павильон 2, залы 9-10-11","Посуда для сервировки; Домашний текстиль; Декор, оформление и предметы интерьера; Мебель","2005 года мы представляем лучшие европейские фабрики в России и странах СНГ. Мы знаем всё о мебели, свете, тканях и интерьерных аксессуарах. Философия нашей компании – представить на российском рынке самые изысканные материалы и дизайн. Наш опыт работы с европейскими компаниями позволили разработать собственную концепцию подбора коллекций и созданию уникальной базы материалов и знаний, которыми мы рады поделиться с вами... 2005 года мы представляем лучшие европейские фабрики в России и странах СНГ. Мы знаем всё о мебели, свете, тканях и интерьерных аксессуарах. Философия нашей компании – представить на российском рынке самые изысканные материалы и дизайн. Наш опыт работы с европейскими компаниями позволили разработать собственную концепцию подбора коллекций и созданию уникальной базы материалов и знаний, которыми мы рады поделиться с вами. Основу нашей складской программы составляет продукция фабрик-производителей, которые мы официально представляем в России и СНГ. Если у Вас магазин или дизайн студия, сотрудничая с нами, Вы можете расширить ассортимент товаров и услуг, повысить профессиональный уровень своих сотрудников, достичь международного статуса Вашей компании.",,http://passiondeconfort.ru,info@passiondeconfort.ru,89652672244,https://catalog.hhexpo.ru/companies/company/156597-monde-dizajn.html,156597,keep,"МОНДЕ ДИЗАЙН | Россия | 9A3-02 | 2005 года мы представляем лучшие европейские фабрики в России и странах СНГ. Мы знаем всё о мебели, свете, тканях и интерьерных аксессуарах. Философия нашей компании – представить на российском рынке самые изысканные материалы и дизайн. Наш опыт работы с европейскими компаниями позволили разработать собственную концепцию подбора коллекций и созданию уникальной базы материалов и знаний, которыми мы рады поделиться с вами... 2005 года мы представля | categories: Посуда для сервировки; Домашний текстиль; Декор, оформление и предметы интерьера; Мебель",parsed,,2026-08-24T05:47:20Z,household-expo-autumn-2026-official-catalog-signo-v1.0.1,ok,ok,Russia row with qualifying HouseHold Expo product/category evidence; incidental service/logistics/marketing/design words were ignored.,new,,,,,info@passiondeconfort.ru,passiondeconfort.ru,official catalog detail,,catalog_email_present,,public email visible in official catalogue detail,info@passiondeconfort.ru,public catalogue/contact email
