event_name,company_name,country,city,address,stand,pavilion,rubrics,product_notes,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,signo_relevance,signo_relevance_action,signo_relevance_reason,signo_relevance_positive_terms,signo_relevance_negative_terms,parse_status,missing_fields,scraped_at,parser_version
ИНТЕРЛАКОКРАСКА-2026,GUANGDONG OCEAN NEW MATERIAL TECHNOLOGY CO. LTD,Китай,,Китай,2A130,ВАВИЛОВ,Порошковые покрытия; Лакокрасочные материалы промышленного назначения,"Компания Guangdong Ocean New Material Technology Co. LTD была основана в 2017 году. Это производственное предприятие, производитель функциональных добавок для покрытий и красок с годовым объемом производства и продаж около 8000 тонн.",http://www.dgoceanchem.com,ella@dgoceanchem.com,+86 18002669519,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378288?&stand=2A130,378288,"Компания Guangdong Ocean New Material Technology Co. LTD была основана в 2017 году. Это производственное предприятие, производитель функциональных добавок для покрытий и красок с годовым объемом производства и продаж около 8000 тонн. | Порошковые покрытия; Лакокрасочные материалы промышленного назначения",yes,keep,product_manufacturer: likely packaged coating/chemical product target,лакокрасочные материалы; порошковые покрытия; покрытия; покрытий,,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,GUANGDONG PCOTEC POWDER COATING CO. LTD,Китай,,Китай,2B112,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Порошковые покрытия,"Имея 25-летний опыт производства порошковых покрытий, мы используем глубокое понимание отрасли и надежные возможности управления цепочками поставок для предоставления высококачественного сырья, оптимизации производства и обеспечения индивидуальных решений в области логистики.",http://www.pcotec-coating.com,cenzane0430@gmail.com,+86 750-8308108,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378783?&stand=2B112,378783,"Имея 25-летний опыт производства порошковых покрытий, мы используем глубокое понимание отрасли и надежные возможности управления цепочками поставок для предоставления высококачественного сырья, оптимизации производства и обеспечения индивидуальных решений в области логистики. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Порошковые покрытия",no,exclude,equipment_service: poor fit pure equipment/logistics/service supplier,лакокрасочных материалов; порошковых покрытий; порошковые покрытия; покрытия; покрытий,raw_material; equipment_service; логистик; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,GUANGDONG TIANKE NOVEL MATERIALS CO. LTD,Китай,,Китай,2B001,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Новые технологии и научные разработки,"Tianke Polymers — производитель, придающий большое значение технологиям; специализируется на высококачественных УФ-олигомерах и мономерах. Мы также предлагаем специализированные продукты для производства покрытий, чернил, гелей для ногтей, клея и многого другого.",http://www.tiankeuv.com,info@tiankeuv.com,+86 0769 21669363,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378814?&stand=2B001,378814,"Tianke Polymers — производитель, придающий большое значение технологиям; специализируется на высококачественных УФ-олигомерах и мономерах. Мы также предлагаем специализированные продукты для производства покрытий, чернил, гелей для ногтей, клея и многого другого. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Новые технологии и научные разработки",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; чернил,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,GUANGZHOU BAWO NEW MATERIAL SCIENCE CO. LTD,Китай,,Китай,4B022,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,"Компания Guangzhou BAWO специализируется на разработке, производстве, продаже и техническом обслуживании отверждаемых олигомеров, полимеров и т. д.",https://www.bawo-chem.com,cindytang@bawo-chem.com,+86 13427533654,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378285?&stand=4B022,378285,"Компания Guangzhou BAWO специализируется на разработке, производстве, продаже и техническом обслуживании отверждаемых олигомеров, полимеров и т. д. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,GUANGZHOU LEADER CHEMICAL CO. LTD,Китай,,Китай,4B074,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Компания Guangdong Leader Chemical — производитель акриловых стирольных полимеров для полиграфии, главным образом на водной основе. Наша основная продукция — высококачественные продукты, разработанные высококвалифицированной технической командой с использованием передовых технологий.",https://www.leader-chem.com.cn,info@leader-chem.com.cn,+86 02082511829,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378794?&stand=4B074,378794,"Компания Guangdong Leader Chemical — производитель акриловых стирольных полимеров для полиграфии, главным образом на водной основе. Наша основная продукция — высококачественные продукты, разработанные высококвалифицированной технической командой с использованием передовых технологий. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,GUANGZHOU TITANOS INDUSTRY CO. LTD,Китай,,Китай,2D160,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Компания Guangzhou Titanos предлагает разнообразные решения на основе диоксида титана (TiO2) клиентам, работающим в области лакокрасочной, пластмассовой, полиграфической, бумажной и резиновой промышленности.",http://www.gztitanos.com,liumeiyou@titanos.com.cn,+86 15999963672,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378411?&stand=2D160,378411,"Компания Guangzhou Titanos предлагает разнообразные решения на основе диоксида титана (TiO2) клиентам, работающим в области лакокрасочной, пластмассовой, полиграфической, бумажной и резиновой промышленности. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,GUNKEM GUNDUZ KIMYEVI MADDELER,Турция,,Турция,2B035,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Новые технологии и научные разработки,Мы являемся поставщиком сырья для лакокрасочной промышленности и строительной химии с 1990 года. Осуществляем экспорт во все стран мира.,https://www.gunkemchemicals.com,export1@gunkem.com.tr,+90 5312773828,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378274?&stand=2B035,378274,Мы являемся поставщиком сырья для лакокрасочной промышленности и строительной химии с 1990 года. Осуществляем экспорт во все стран мира. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Новые технологии и научные разработки,maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HAINING LEMEI CHEMICALS CO. LTD,Китай,,Китай,2B110,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Компания Haining Lemei Chemicals Co. Ltd, а также ее филиалы — ведущие поставщики разнообразных пигментов с высокими эксплуатационными характеристиками. Наши материалы могут использоваться в производстве покрытий, чернил, пластмассы, косметики и т. д.",http://www.lemei.cn,office@lemeichem.com,+86 573 87967926,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378550?&stand=2B110,378550,"Компания Haining Lemei Chemicals Co. Ltd, а также ее филиалы — ведущие поставщики разнообразных пигментов с высокими эксплуатационными характеристиками. Наши материалы могут использоваться в производстве покрытий, чернил, пластмассы, косметики и т. д. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; чернил,raw_material; сырье; вспомогательные материалы; пигмент,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HANDOW CHEMICAL (HENAN) CO. LTD,Китай,,Китай,2B085,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,"Компания Handow Chemical специализируется на разработке и применении экологически чистых полимерных эмульсий, универсальных редиспергируемых полимерных и силиконовых гидрофобизирующих порошков.",http://www.handowchem.com,market@handowchem.com,+86 17 839309199,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378323?&stand=2B085,378323,"Компания Handow Chemical специализируется на разработке и применении экологически чистых полимерных эмульсий, универсальных редиспергируемых полимерных и силиконовых гидрофобизирующих порошков. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HANGZHOU BRILLIANT CHEM TECHNOLOGY CO. LTD,Китай,,Китай,2F050,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Hangzhou Borui Chemical Technology Co. Ltd — одby из ведущих китайских производителей органических пигментов (красных, желтых, оранжевых, фиолетовых), хромовых пигментов и металлических композиционных растворителей красителей.",http://www.brilliantchem.com,sales@chinapigments.cn,+86 057122820003,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378553?&stand=2F050,378553,"Hangzhou Borui Chemical Technology Co. Ltd — одby из ведущих китайских производителей органических пигментов (красных, желтых, оранжевых, фиолетовых), хромовых пигментов и металлических композиционных растворителей красителей. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; пигмент; растворител,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HANGZHOU SYNOX PIGMENTS CO. LTD,Китай,,Китай,4F050,ЧАЯНОВ,Лакокрасочные материалы промышленного назначения; Строительные лакокрасочные материалы (фасадные и для внутренних работ),"Hangzhou Synox Pigments Co. Ltd. — ведущий поставщик пигментов на основе оксида железа. Обладая многолетним опытом в области разработки пигментов, мы специализируемся на предоставлении высокоэффективных экологически чистых решений, разработанных с учетом потребностей клиентов.",http://www.synoxpigments.com,crissa@synox.com.cm,+86 571 86589517,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378539?&stand=4F050,378539,"Hangzhou Synox Pigments Co. Ltd. — ведущий поставщик пигментов на основе оксида железа. Обладая многолетним опытом в области разработки пигментов, мы специализируемся на предоставлении высокоэффективных экологически чистых решений, разработанных с учетом потребностей клиентов. | Лакокрасочные материалы промышленного назначения; Строительные лакокрасочные материалы (фасадные и для внутренних работ)",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочные материалы,raw_material; пигмент,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HARBIN FREM CHEMICAL CO. LTD,Китай,,Китай,4B110,ЧАЯНОВ,"Другие виды лакокрасочных материалов; Антикоррозионные лакокрасочные материалы, защитные покрытия","Специализируется на дистрибьюции широкой линейки красителей: китайских пигментов под собственной маркой FREM, железоокисных пигментов (Испания), пигментов (Германия), диоксида титана. Фосфат цинка.",http://frem.by,info@frem.by,+86 19904500031,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/379990?&stand=4B110,379990,"Специализируется на дистрибьюции широкой линейки красителей: китайских пигментов под собственной маркой FREM, железоокисных пигментов (Испания), пигментов (Германия), диоксида титана. Фосфат цинка. | Другие виды лакокрасочных материалов; Антикоррозионные лакокрасочные материалы, защитные покрытия",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; лакокрасочные материалы; антикоррозионные; покрытия,raw_material; пигмент,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HEBEI DOUBLE BULLS CELLULOSE CO. LTD,Китай,,Китай,4B075,ЧАЯНОВ,Сырье и вспомогательные материалы для производства адгезивов,"Hebei Double Bulls Cellulose Co. Ltd — крупнейший производитель гидроксипропилметилцеллюлозы (HPMC) в Китае. У нас есть 16 передовых производственных линий РСУ; компания обладает сертификатами SGS ISO 9001, SGS ISO 14000 и Reach.",http://www.double-bulls.com,export@double-bulls.com,+86 17 331177788,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378804?&stand=4B075,378804,"Hebei Double Bulls Cellulose Co. Ltd — крупнейший производитель гидроксипропилметилцеллюлозы (HPMC) в Китае. У нас есть 16 передовых производственных линий РСУ; компания обладает сертификатами SGS ISO 9001, SGS ISO 14000 и Reach. | Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but equipment/service supplier evidence needs QA review,адгезив,raw_material; equipment_service; производственных линий; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HECCKEM CHEMICALS,Турция,,Турция,2E095,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Материалы для обработки поверхности,"Hecckem поставляет сырье для производства красок и строительных химикатов, предлагая инновационные надежные экологичные решения Развитая сервисная сеть, международное присутствие.",https://hecckem.com.tr,hecckem@hecckem.com.tr,+90 216456500,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378884?&stand=2E095,378884,"Hecckem поставляет сырье для производства красок и строительных химикатов, предлагая инновационные надежные экологичные решения Развитая сервисная сеть, международное присутствие. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Материалы для обработки поверхности",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HENAN HUAMEI CINDA INDUSTRIAL CO. LTD,Китай,,Китай,2C145,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,"Производитель высокоэффективного пирогенного диоксида кремния, матирующих и пеногасящих добавок. Годовой объем производства — 10 000 тонн. Поставляет универсальную продукцию для производства красок, покрытий, смол, герметиков и клеев.",http://www.chinafumedsilica.com,sale3@chinafumedsilica.com,+86 13569127520,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378292?&stand=2C145,378292,"Производитель высокоэффективного пирогенного диоксида кремния, матирующих и пеногасящих добавок. Годовой объем производства — 10 000 тонн. Поставляет универсальную продукцию для производства красок, покрытий, смол, герметиков и клеев. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив; герметик,raw_material; сырье; вспомогательные материалы; смол,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HENAN JINSHUO TECHNOLOGY CO. LTD,Китай,,Китай,2F090,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,"Компания Henan Jinshuo Technology Co. Ltd — это предприятие, объединяющее разработки, производство и продажу эфира целлюлозы. Компания была основана в 2020 году.",http://www.jinshuohec.com,sp@hnjshec.com,+86 03926873161,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378808?&stand=2F090,378808,"Компания Henan Jinshuo Technology Co. Ltd — это предприятие, объединяющее разработки, производство и продажу эфира целлюлозы. Компания была основана в 2020 году. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HOOSUN TECHNOLOGY GROUP CO. LTD,Китай,,Китай,2C090,ВАВИЛОВ,Измельчители и смесители; Системы подачи,"Компания Hoosun Technology Group — ведущий поставщик интеллектуальных производственных платформ для перерабатывающей промышленности, обслуживающий отрасль переработки передовых материалов.",http://www.hoosuntec.com,8729@hoosuntec.com,+86 18655376049,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378316?&stand=2C090,378316,"Компания Hoosun Technology Group — ведущий поставщик интеллектуальных производственных платформ для перерабатывающей промышленности, обслуживающий отрасль переработки передовых материалов. | Измельчители и смесители; Системы подачи",no,exclude,equipment_service: poor fit pure equipment/logistics/service supplier,,equipment_service; системы подачи; смесител,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HUALUN ADVANCED MATERIALS (JIANGSU) CO. LTD,Китай,,Китай,4B057,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Компания Hualun предлагает высококипящие ароматические растворители, 1, 2, 4-триметилбензол, дурен, 1, 2, 4, 5-тетраметилбензол, эфиры и ацетаты пропиленгликоля и этиленгликоля, лакокрасочные смолы и другие тонкие химические вещества.",http://www.hualunchem.com,yzhl@hualunchem.com,+86 514 86507985,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378807?&stand=4B057,378807,"Компания Hualun предлагает высококипящие ароматические растворители, 1, 2, 4-триметилбензол, дурен, 1, 2, 4, 5-тетраметилбензол, эфиры и ацетаты пропиленгликоля и этиленгликоля, лакокрасочные смолы и другие тонкие химические вещества. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; смол; растворител,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HUBEI CO-FORMULA MATERIAL TECH CO. LTD,Китай,,Китай,2B140,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов,"Компания Co-Formula — сертифицированный по стандарту ISO производитель функциональных силанов, силиконовых масел и силоксанов. Продукция применяется при производстве покрытий, красок, клеев, герметиков, косметики, пластмасс, резины, в строительстве, электротехнике и здравоохранении.",http://www.cfmats.com,teresa@cfmats.com,+86 027 84459282,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378306?&stand=2B140,378306,"Компания Co-Formula — сертифицированный по стандарту ISO производитель функциональных силанов, силиконовых масел и силоксанов. Продукция применяется при производстве покрытий, красок, клеев, герметиков, косметики, пластмасс, резины, в строительстве, электротехнике и здравоохранении. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Сырье и вспомогательные материалы для производства адгезивов",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий; адгезив; герметик,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HUBEI GREENHOME MATERIALS TECHNOLOGY INC.,Китай,,Китай,4B059,ЧАЯНОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Компания Hubei Greenhome Materials Technology, Inc. специализируется на разработке, производстве, продаже бензилхлорида, бензилового спирта, бензальдегида, бензилбензоата и эпоксидных реактивных дилентов. Сервис.",http://www.greenhomechem.com,carrie@greenhomechem.com,+86 027 81880518,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378799?&stand=4B059,378799,"Компания Hubei Greenhome Materials Technology, Inc. специализируется на разработке, производстве, продаже бензилхлорида, бензилового спирта, бензальдегида, бензилбензоата и эпоксидных реактивных дилентов. Сервис. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; эпоксид,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HUBEI HUIFU NANOMATERIAL CO. LTD,Китай,,Китай,2F065,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Материалы для обработки поверхности,"Hubei Huifu Nanomaterial Co. Ltd — это китайское крупное специализированное предприятие, которое занимается разработкой, производством и продажей трех основных категорий наноматериалов.",http://hifull.net,hifull@hifull.com,+86 4006071778,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378785?&stand=2F065,378785,"Hubei Huifu Nanomaterial Co. Ltd — это китайское крупное специализированное предприятие, которое занимается разработкой, производством и продажей трех основных категорий наноматериалов. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Материалы для обработки поверхности",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,HUBEI LENS AURORA NEW MATERIAL TECHNOLOGY CO. LTD,Китай,,Китай,4E141,ЧАЯНОВ,,,,,,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/381280?&stand=4E141,381280,,maybe,review,insufficient_public_evidence: manual review,,,partial_missing_fields,evidence_snippet,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,IBA KIMYA SAN. VE TIC. A.S.,Турция,,Турция,2E080,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Порошковые покрытия,"Компания Iba Kimya — ведущий производитель порошковых покрытий в Турции, входит в десятку лучших в Европе. Экспортирует свою продукцию более чем в 20 стран. Является значимым брендом в странах СНГ.",http://www.iba.com.tr,export@iba.com.tr,+90 3122670983,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/379996?&stand=2E080,379996,"Компания Iba Kimya — ведущий производитель порошковых покрытий в Турции, входит в десятку лучших в Европе. Экспортирует свою продукцию более чем в 20 стран. Является значимым брендом в странах СНГ. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий; Порошковые покрытия",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; порошковых покрытий; порошковые покрытия; покрытия; покрытий,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,INNER MONGOLIA SUNRISE NEW MATERIAL CO. LTD,Китай,,Китай,2E110,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Корпорация Sunrise – крупнейший в Китае производитель алюминиевых пигментов, сажи, цинкового порошка, бронзовых и медных пигментов, а также алюминиевой пасты и порошка для производства газобетона.",https://www.xuyangchem.com,export@ahxuyang.cn,+86 551 66399111,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378787?&stand=2E110,378787,"Корпорация Sunrise – крупнейший в Китае производитель алюминиевых пигментов, сажи, цинкового порошка, бронзовых и медных пигментов, а также алюминиевой пасты и порошка для производства газобетона. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; пигмент,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,INNER MONGOLIA SUPER NEW MATERIAL CO. LTD,Китай,,Китай,2A015,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Компания Inner Mongolia Super New Material Co. Ltd, основанная в марте 2012 года, является одним из ведущих мировых производителей кальцинированного каолина с годовой производственной мощностью 280 000 тонн.",http://www.nmsuper.com,cplcb@superkaolin.com,+86 471 3595663,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378793?&stand=2A015,378793,"Компания Inner Mongolia Super New Material Co. Ltd, основанная в марте 2012 года, является одним из ведущих мировых производителей кальцинированного каолина с годовой производственной мощностью 280 000 тонн. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
ИНТЕРЛАКОКРАСКА-2026,JIANGSU GUANGCHENG CHEMICAL CO. LTD,Китай,,Китай,2A106,ВАВИЛОВ,Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий,"Компания GAXSN, занимающая площадь 37 000 м² и инвестировавшая 280 миллионов юаней, специализируется на добавках на водной основе, включая пеногасители, смачивающие агенты, диспергирующие агенты, загустители, реологические и выравнивающие агенты.",http://global.gaxsn.com,andrew.fan@gaxsn.com,+86 513 81800955,https://icatalog.expocentr.ru/ru/exhibitions/190a3ab6-1050-11f0-80ce-a0d3c1fab97f/exhibitors/378792?&stand=2A106,378792,"Компания GAXSN, занимающая площадь 37 000 м² и инвестировавшая 280 миллионов юаней, специализируется на добавках на водной основе, включая пеногасители, смачивающие агенты, диспергирующие агенты, загустители, реологические и выравнивающие агенты. | Сырье и вспомогательные материалы для производства лакокрасочных материалов и покрытий",maybe,review,mixed: product terms present but raw_material supplier evidence needs QA review,лакокрасочных материалов; покрытий,raw_material; сырье; вспомогательные материалы; добавк; пеногасител,ok,,2026-07-14T19:28:58Z,expocentr-icatalog-v1.1.0
