event_name,event_dates,company_name,company_short_name,company_name_eng,products,country,country_codes,city,address,stand,pavilion,rubrics,rubrics_eng,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,request_id,alpha_filter,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,short_name_check,products_check,qa_notes,signo_status,repeat_reason,matched_crm_email,matched_crm_domain,matched_crm_company,candidate_emails,candidate_top_domains,source_sheet,source_removed_reason,website_email_status,website_email_source_url,website_email_notes,main email,main_email_reason
Агросалон 2026,6–9 октября 2026,ВолгаАвтоПром,ВолгаАвтоПром,VolgaAvtoProm,"другое из группы «комплектующие, запасные части, принадлежности»",Россия,RUS,,,D8.21,,"Другое из группы «Комплектующие, запасные части, принадлежности»","Others from the group ""Components, spare parts, accessories""","Компания «ВолгаАвтоПром» является поставщиком деталей и узлов для заводов по производству автомобильной, сельскохозяйственной, прицепной и специальной техники.",,https://www.volgaavtoprom.ru,troyka-info@mail.ru,+78462219905,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33790,33790,3013,keep,"ВолгаАвтоПром | Россия | Другое из группы «Комплектующие, запасные части, принадлежности» | Компания «ВолгаАвтоПром» является поставщиком деталей и узлов для заводов по производству автомобильной, сельскохозяйственной, прицепной и специальной техники.",parsed,,2026-09-21T05:10:21Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,troyka-info@mail.ru,volgaavtoprom.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,troyka-info@mail.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Вольтаж,Вольтаж,Voltag,запчасти и комплектующие для сельхозтехники,Россия,RUS,,,B8.60,,Стартеры; Гидравлические цилиндры,Starters; Hydraulic cylinders,"Компания Вольтаж является эксклюзивным дистрибьютором брендов KRAUF, Motorherz, Zaufer, UTM Бренд KRAUF существует с 2009 года и активно развивается в сфере разработки и производства стартеров, генераторов, турбокомпрессоров, топливных насосов, элементов рулевого управления и других продуктов. KRAUF располагает широкой линейкой комплектующих и гарантирует возможность легкой замены любых деталей в агрегатах.",,https://www.voltag.ru,st@voltag.ru,+7(495)660-22-00,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33896,33896,3312,keep,"Вольтаж | Россия | Стартеры; Гидравлические цилиндры | Компания Вольтаж является эксклюзивным дистрибьютором брендов KRAUF, Motorherz, Zaufer, UTM Бренд KRAUF существует с 2009 года и активно развивается в сфере разработки и производства стартеров, генераторов, турбокомпрессоров, топливных насосов, элементов рулев",parsed,,2026-09-21T05:10:21Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,st@voltag.ru,voltag.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,st@voltag.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ГБЦ,ГБЦ,GBC,двигатели,Россия,RUS,,,B7.21,,Двигатели,Engines,"ООО ""ГБЦ"" - ведущий российский производитель прокладок и ремкомплектов для тракторов, грузовой и специализированной сельхозтехники.",,https://gbc-ural.ru,gbc4@gbc-ural.ru,8-9126400912,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33816,33816,3100,keep,"ГБЦ | Россия | Двигатели | ООО ""ГБЦ"" - ведущий российский производитель прокладок и ремкомплектов для тракторов, грузовой и специализированной сельхозтехники.",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,gbc4@gbc-ural.ru,gbc-ural.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,gbc4@gbc-ural.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ГЕОПТИКС,ГЕОПТИКС,Geoptics,агротехнологии и системы управления; сельскохозяйственная техника и оборудование,Россия,RUS,,,С3.10,,Электронные компоненты,Electronic components,"АО «Геоптикс» — производитель решений для точной навигации, инерциальных систем и контроллеров сельхоз- и дорожно-строительной техники. Поставляем серийное оборудование ведущим заводам РФ",,https://geoptics.ru/,geoptics@geoptics.ru,,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33947,33947,3401,keep,"ГЕОПТИКС | Россия | Электронные компоненты | АО «Геоптикс» — производитель решений для точной навигации, инерциальных систем и контроллеров сельхоз- и дорожно-строительной техники. Поставляем серийное оборудование ведущим заводам РФ",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,geoptics@geoptics.ru,geoptics.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,geoptics@geoptics.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ГРИММЕ-РУСЬ,ГРИММЕ-РУСЬ,GRIMME,сажалки для картофеля; картофелеуборочные комбайны,Россия,RUS,,,E5.23,,Сажалки для картофеля; Картофелеуборочные комбайны,Potato planters; Potato harvesters,"GRIMME – Ваш надежный партнер и мировой лидер в области овощеводства. Мы предлагаем широчайшую производственную программу, включающую более 150 типов машин, предназначенных для посадки, уборки и закладки на хранение картофеля, лука, моркови, столовой и сахарной свеклы и многих других культур. Дочернее предприятие ООО «ГРИММЕ-РУСЬ» уже почти 20 лет обеспечивает высокий уровень сервиса и поддержку партнеров в России.",,https://grimme.com/ru,grimme-rus@grimme.ru,+7 48431 5 60 00,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33771,33771,2953,keep,"ГРИММЕ-РУСЬ | Россия | Сажалки для картофеля; Картофелеуборочные комбайны | GRIMME – Ваш надежный партнер и мировой лидер в области овощеводства. Мы предлагаем широчайшую производственную программу, включающую более 150 типов машин, предназначенных для посадки, уборки и закладки на хранение картофеля, лука, моркови, столовой и сахарно",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,grimme-rus@grimme.ru,,Гримме Русь,grimme-rus@grimme.ru,grimme.ru; grimme.com,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,grimme-rus@grimme.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Гермополис Технология,Гермополис Технология,HERMOPOLIS TECHNOLOGY / NAVMOPO,средства gps,Россия,RUS,,,E8.30,,Средства GPS,GPS tools,NAVMOPO предлагает решения для точного земледелия — от технологии GPS-навигации и автоматического рулевого управления для тракторов до систем точного фермерства.,,https://www.navmopo.com,sales@navmopo.com,+79165940088,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33840,33840,3155,keep,Гермополис Технология | Россия | Средства GPS | NAVMOPO предлагает решения для точного земледелия — от технологии GPS-навигации и автоматического рулевого управления для тракторов до систем точного фермерства.,parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,sales@navmopo.com,navmopo.com,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,sales@navmopo.com,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Гермополис Технология,Гермополис Технология,HERMOPOLIS TECHNOLOGY / NAVMOPO,средства gps,Россия,RUS,,,D8.20,,Средства GPS,GPS tools,"Sveaverken имеет давнюю традицию внедрения инноваций в сельском хозяйстве, компания стремится к улучшению условий труда фермеров.",,https://www. sveaverken. com,,+79164585467,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33841,33841,3156,keep,"Гермополис Технология | Россия | Средства GPS | Sveaverken имеет давнюю традицию внедрения инноваций в сельском хозяйстве, компания стремится к улучшению условий труда фермеров.",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,, sveaverken. com,official_forms_api,,not_found,,no usable email found on sampled public pages,,no public email
Агросалон 2026,6–9 октября 2026,ГидроНТ,ГидроНТ,HydroNT,запчасти и комплектующие для сельхозтехники,Россия,RUS,,,A8.30,,Гидромоторы,Hydraulic motors,"ГИДРОНТ– ваш надежный партнер в области гидравлики. С 2005 года мы разрабатываем и производим высококачественную гидроаппаратуру, оказываем техническую поддержку и обеспечиваем сервисное обслуживание.",,https://www.hydront.ru,info@hydront.ru,+7 (343) 222-00-21,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33809,33809,3060,keep,"ГидроНТ | Россия | Гидромоторы | ГИДРОНТ– ваш надежный партнер в области гидравлики. С 2005 года мы разрабатываем и производим высококачественную гидроаппаратуру, оказываем техническую поддержку и обеспечиваем сервисное обслуживание.",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@hydront.ru,hydront.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@hydront.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ДЕКАР-ДА,ДЕКАР-ДА,DECAR-DA,запчасти и комплектующие для сельхозтехники; сельскохозяйственная техника и оборудование,Россия,RUS,,,E7.32,,Снабжение запасными частями,Spare parts supply,"Группа компаний, которая занимается поставкой запчастей, машин и оборудования для сельского хозяйства. Основная номенклатура представлена запчастями к машинам Amazone, John Deere, Claas, Krone, Grimme, а также осуществляем продажу аналогов зарубежных запасных частей российского производства",,https://ibltechnik.ru/,inbox@dekarda.ru,9896802025,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33855,33855,3193,keep,"ДЕКАР-ДА | Россия | Снабжение запасными частями | Группа компаний, которая занимается поставкой запчастей, машин и оборудования для сельского хозяйства. Основная номенклатура представлена запчастями к машинам Amazone, John Deere, Claas, Krone, Grimme, а также осуществляем продажу аналогов зарубежных запасных",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,inbox@dekarda.ru,dekarda.ru; ibltechnik.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,inbox@dekarda.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ДжиДжи,ДжиДжи,JEEGEE,плуги для свеклы,Россия,RUS,,,B4.10,,"Плуги для свеклы; Другое из раздела ""Плуги""",Beet ploughs; Others in the Segment Ploughs,"Китайская компания производитель сельскохозяйственной техники. Флагман в производстве- плуги, которые обладают высоким качеством материала и технологичностью в обработке почвы!",,https://jeegee.ru,plug@jeegee.ru,+79648724277,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33952,33952,3409,keep,"ДжиДжи | Россия | Плуги для свеклы; Другое из раздела ""Плуги"" | Китайская компания производитель сельскохозяйственной техники. Флагман в производстве- плуги, которые обладают высоким качеством материала и технологичностью в обработке почвы!",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,plug@jeegee.ru,jeegee.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,plug@jeegee.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Джиджи,Джиджи,Jeegee,дисковые бороны,Россия,RUS,,,Е3.10,,Чизельные культиваторы; Дисковые бороны,Chisel cultivators; Disc harrows,"JEEGEE AGRI EQUIP MANUFACTURING CO., LTD. — МЫ ПРЕДЛАГАЕМ АГРОТЕХНОЛОГИЧЕСКИЕ, КОМПЛЕКСНО — СОВРЕМЕННЫЕ И НАДЁЖНЫЕ РЕШЕНИЯ ДЛЯ СЕЛЬСКОГО ХОЗЯЙСТВА Дисковые бороны, культиваторы-глубокорыхлители, предпосевные культиваторы, плуги, валкообразователи, почвенные фрезы поставляются в более чем 100 стран по всему миру. Бренд JEEGEE занимает 1 место по объемам производимой техники в КНР.",,https://jeegee.pro/,,8 (800) 302-58-07,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=34034,34034,3828,keep,"Джиджи | Россия | Чизельные культиваторы; Дисковые бороны | JEEGEE AGRI EQUIP MANUFACTURING CO., LTD. — МЫ ПРЕДЛАГАЕМ АГРОТЕХНОЛОГИЧЕСКИЕ, КОМПЛЕКСНО — СОВРЕМЕННЫЕ И НАДЁЖНЫЕ РЕШЕНИЯ ДЛЯ СЕЛЬСКОГО ХОЗЯЙСТВА Дисковые бороны, культиваторы-глубокорыхлители, предпосевные культиваторы, плуги, валкообразователи, почвенные фр",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,,jeegee.pro,official_forms_api,,not_found,,no usable email found on sampled public pages,,no public email
Агросалон 2026,6–9 октября 2026,ЕВРОЭЛЕМЕНТ,ЕВРОЭЛЕМЕНТ,EUROELEMENT,погрузочная и транспортная техника; сельскохозяйственная техника и оборудование,Россия,RUS,,,C8.55,,Снабжение запасными частями,Spare parts supply,"Больше 25 лет наша Евроэлемент производит фильтры: воздушные, масляные, топливные, гидравлические, фильтры на Белаз и другую спецтехнику, автомобили, большегрузный и коммерческий транспорт.",,https://www.euroelement.com,info@euroelement.com,+73843921333,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33796,33796,3023,keep,"ЕВРОЭЛЕМЕНТ | Россия | Снабжение запасными частями | Больше 25 лет наша Евроэлемент производит фильтры: воздушные, масляные, топливные, гидравлические, фильтры на Белаз и другую спецтехнику, автомобили, большегрузный и коммерческий транспорт.",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,info@euroelement.com,,Евроэлемент,info@euroelement.com,euroelement.com,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@euroelement.com,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,"Елецкая Внешнеторговая Компания (ООО ""ЕВК"")","Елецкая Внешнеторговая Компания (ООО ""ЕВК"")",Yeletskaya Vneshnetorgovaya Company Ltd,запчасти и комплектующие для сельхозтехники; сельскохозяйственная техника и оборудование,Россия,RUS,,,C7.50,,Гидравлические цилиндры,Hydraulic cylinders,"Производит гидроцилиндры, гидростанции, прецизионные раскатанные трубы. Входит в ГК ""Строймашсервис"", которая реализует гидрооборудование, компоненты и запчасти для сельскохозяйственной и спецтехники.",,https://evk-import.ru / sms7.ru; https://zao-sms.ru,info@evk-import.ru; info@zao-sms.ru,"+7 (47467) 78-3-93, 78-3-39; +7 (495) 785-65-75",https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33776,33776,2970,keep,"Елецкая Внешнеторговая Компания (ООО ""ЕВК"") | Россия | Гидравлические цилиндры | Производит гидроцилиндры, гидростанции, прецизионные раскатанные трубы. Входит в ГК ""Строймашсервис"", которая реализует гидрооборудование, компоненты и запчасти для сельскохозяйственной и спецтехники.",parsed,,2026-09-21T05:10:22Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@evk-import.ru; info@zao-sms.ru,evk-import.ru; zao-sms.ru; evk-import.ru ,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@evk-import.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ЗИМАНИ,ЗИМАНИ,ZimAni,колесные тракторы; плуги для свеклы,Россия,RUS,,,D5.10,,Колесные тракторы; Плуги для свеклы,Wheeled tractors; Beet ploughs,"ZimAni — российская компания садовой техники и оборудования, работающая с 2008 года. Компания развивает собственное производство и сотрудничает с зарубежными производителями. В ассортименте ZimAni — надежные и функциональные решения для садовых, хозяйственных и профессиональных задач.",,https://zimin-magazin.ru,info@zimani.ru,+78003029552,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=34030,34030,3765,keep,"ЗИМАНИ | Россия | Колесные тракторы; Плуги для свеклы | ZimAni — российская компания садовой техники и оборудования, работающая с 2008 года. Компания развивает собственное производство и сотрудничает с зарубежными производителями. В ассортименте ZimAni — надежные и функциональные решения для садовых, хозяйственных",parsed,,2026-09-21T05:10:23Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@zimani.ru,zimani.ru; zimin-magazin.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@zimani.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,ИНДФОРС.РУС,ИНДФОРС.РУС,INDFORCE.RUS,"другое из группы «комплектующие, запасные части, принадлежности»",Россия,RUS,,,B8.80,,"Снабжение запасными частями; Другое из группы «Комплектующие, запасные части, принадлежности»","Spare parts supply; Others from the group ""Components, spare parts, accessories""",ИНДФОРС - приводные ремни для сельскохозяйственной техники,,https://indforce.ru,info@indforce.ru,+7-915-569-1111,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33962,33962,3430,keep,"ИНДФОРС.РУС | Россия | Снабжение запасными частями; Другое из группы «Комплектующие, запасные части, принадлежности» | ИНДФОРС - приводные ремни для сельскохозяйственной техники",parsed,,2026-09-21T05:10:23Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@indforce.ru,indforce.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@indforce.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Интерполе,Интерполе,Interpole JSC,сельскохозяйственная техника и оборудование,Россия,RUS,,,F6.30,,Снабжение запасными частями,Spare parts supply,Компания «ИНТЕРПОЛЕ» является лидером по поставке запасных частей для сельскохозяйственной техники отечественного и импортного производства на территории РФ и Казахстана.,,https://interpole.ru/,sorokina_nv@interpole.ru,8-800-700-18-17,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33927,33927,3364,keep,Интерполе | Россия | Снабжение запасными частями | Компания «ИНТЕРПОЛЕ» является лидером по поставке запасных частей для сельскохозяйственной техники отечественного и импортного производства на территории РФ и Казахстана.,parsed,,2026-09-21T05:10:23Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,sorokina_nv@interpole.ru,,Интерполе,sorokina_nv@interpole.ru,interpole.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,sorokina_nv@interpole.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,Исток,Исток,Istok,сельскохозяйственная техника и оборудование,Россия,RUS,,,C6.10,,Другое из раздела «Сельскохозяйственная электроника»,"Others in the Segment ""Agricultural electronics""",Одно из ведущих предприятий России в области новых разработок и серийного производства телекоммуникационного оборудования и перспективных изделий СВЧ-электроники для всех видов связи и радиолокации,,https://istokmw.ru,info@istokmw.ru,+7 (495) 465-86-80,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33943,33943,3396,keep,Исток | Россия | Другое из раздела «Сельскохозяйственная электроника» | Одно из ведущих предприятий России в области новых разработок и серийного производства телекоммуникационного оборудования и перспективных изделий СВЧ-электроники для всех видов связи и радиолокации,parsed,,2026-09-21T05:10:23Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,info@istokmw.ru,,Исток,info@istokmw.ru,istokmw.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@istokmw.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,КАЗАНЬСЕЛЬМАШ,КАЗАНЬСЕЛЬМАШ,KAZANSELMASH,опрыскиватели самоходные,Россия,RUS,,,B7.30,,Опрыскиватели самоходные,Self-propelled sprayers,"Производительвысокоэффективныхполуприцепных,самоходныхопрыскивателей,протравливателейсемян. Реализацияоборудованияикомплектующихсельскохозяйственногоназначения.Реализацияотечественныхсистем точногоземледелия-системыпараллельноговожденияисистемыравномерноговнесенияBars-5длязащитырастений.",,https://www.kazansm.ru,ksm_info@mail.ru,8(843)210-17-33,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33768,33768,2950,keep,"КАЗАНЬСЕЛЬМАШ | Россия | Опрыскиватели самоходные | Производительвысокоэффективныхполуприцепных,самоходныхопрыскивателей,протравливателейсемян. Реализацияоборудованияикомплектующихсельскохозяйственногоназначения.Реализацияотечественныхсистем точногоземледелия-системыпараллельноговожденияисистемыравномерноговнес",parsed,,2026-09-21T05:10:23Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,company-owned domain matched current Twenty repeat index,,kazansm.ru,Казаньсельмаш,ksm_info@mail.ru,kazansm.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,ksm_info@mail.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,КЕСЛ,КЕСЛ,KESL,"другое из группы «комплектующие, запасные части, принадлежности»",Россия,RUS,,,C8.20,,"Снабжение запасными частями; Другое из группы «Комплектующие, запасные части, принадлежности»","Spare parts supply; Others from the group ""Components, spare parts, accessories""","Компания KESL – поставщик резинотехнических изделий брендов Armacord, Agrohard (ARAMID, GLADE, HARVEST), S-Power, для сельскохозяйственной техники, а также горнодобывающей отрасли и широкого спектра промышленного оборудования. Мы предлагаем резинотехнические изделия как собственных брендов, так и ведущих российских производителей.",,https://www.kesl.ru,info@kesl.ru,88005007237,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33886,33886,3269,keep,"КЕСЛ | Россия | Снабжение запасными частями; Другое из группы «Комплектующие, запасные части, принадлежности» | Компания KESL – поставщик резинотехнических изделий брендов Armacord, Agrohard (ARAMID, GLADE, HARVEST), S-Power, для сельскохозяйственной техники, а также горнодобывающей отрасли и широкого спектра промышленного оборудования. Мы предлагаем резинотехнические и",parsed,,2026-09-21T05:10:23Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@kesl.ru,kesl.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@kesl.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,КОМЕТА,КОМЕТА,COMETA,"другое из группы «сельскохозяйственная электроника, оборудование для измерения и взвешивания»",Россия,RUS,,,F6.40,,"Другое из группы «Сельскохозяйственная электроника, оборудование для измерения и взвешивания»","Other from the group ""Agricultural electronics, equipment for measuring and weighing""","Мы предлагаем: Оборудование и химию для автомоек (портальные, АВД); Уборочную технику; Промышленное санитарное оборудование; Насосы и комплектующие для спецтехники (сельхоз, вакуумной, илососной).",,https://www.comet-a.ru/,info@comet-a.ru,+7 495 926-24-31,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33799,33799,3030,keep,"КОМЕТА | Россия | Другое из группы «Сельскохозяйственная электроника, оборудование для измерения и взвешивания» | Мы предлагаем: Оборудование и химию для автомоек (портальные, АВД); Уборочную технику; Промышленное санитарное оборудование; Насосы и комплектующие для спецтехники (сельхоз, вакуумной, илососной).",parsed,,2026-09-21T05:10:23Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,exact normalized email matched current Twenty repeat index,info@comet-a.ru,,Даерг Рус,info@comet-a.ru,comet-a.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@comet-a.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,КОМПАС,КОМПАС,COMPASS,другое из группы «тракторы»,Россия,RUS,,,C8.10,,Другое из группы «Тракторы»,Others in the Tractors Group,КОМПАС специализируется на полном комплексе услуг по реализации водительских сидений для сельхоз и спецтехники и является уполномоченным представителем водительских сидений бренда PILOT,,https://www.compassmos.ru,shpak@compassmos.ru,+79060564848,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33801,33801,3037,keep,КОМПАС | Россия | Другое из группы «Тракторы» | КОМПАС специализируется на полном комплексе услуг по реализации водительских сидений для сельхоз и спецтехники и является уполномоченным представителем водительских сидений бренда PILOT,parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,shpak@compassmos.ru,compassmos.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,shpak@compassmos.ru,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,КРОНЕ Русь,КРОНЕ Русь,KRONE,другое из раздела «машины и оборудование для уборки урожая»,Россия,RUS,,,E6.10,,Другое из раздела «Машины и оборудование для уборки урожая»,Others in the Segment Machinery and equipment for harvesting,"KRONE - специалист в сфере кормозаготовки. На сегодняшний день в портфеле компании более 240 моделей техники: от косилок и ворошителей до комбайнов, для заготовки качественного корма.KRONE",,https://www.krone-rus.ru,info@b-krone.com,+74956606688,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33847,33847,3170,keep,"КРОНЕ Русь | Россия | Другое из раздела «Машины и оборудование для уборки урожая» | KRONE - специалист в сфере кормозаготовки. На сегодняшний день в портфеле компании более 240 моделей техники: от косилок и ворошителей до комбайнов, для заготовки качественного корма.KRONE",parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,new,,,,,info@b-krone.com,b-krone.com; krone-rus.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,info@b-krone.com,public catalogue/contact email
Агросалон 2026,6–9 октября 2026,КЭМЗ,КЭМЗ,KEMP,фронтальные и тыловые погрузчики,Россия,RUS,,,C7.41,,Фронтальные и тыловые погрузчики,Front and rear loaders,АО КЭМЗ–современное высокотехнологичное предприятие. Важное направление работы предприятия – производство мини-погрузчиков АНТ. Ковровские машины трудятся у лидеров сельскохозяйственного производства.,,https://anttech.ru,ant@kemz.org,8-800-222-86-40,https://forms.agrosalon.ru/api/exhibitors/detail?catalogId=33797,33797,3027,keep,КЭМЗ | Россия | Фронтальные и тыловые погрузчики | АО КЭМЗ–современное высокотехнологичное предприятие. Важное направление работы предприятия – производство мини-погрузчиков АНТ. Ковровские машины трудятся у лидеров сельскохозяйственного производства.,parsed,,2026-09-21T05:10:24Z,agrosalon-2026-official-forms-api-signo-v1.0.0,ok,ok,Russia row with qualifying agricultural equipment/product/category evidence from official catalogue.,repeat,company-owned domain matched current Twenty repeat index,,kemz.org,Ковровский электромеханический завод,ant@kemz.org,kemz.org; anttech.ru,official_forms_api,,catalog_email_present,,public email visible in official catalogue detail,ant@kemz.org,public catalogue/contact email
