event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,detail_cache_file
China Commodity Fair 2026,25–27 августа 2026,"Ningbo Yinzhou Excellent Household Co., Ltd",Ningbo Yinzhou Excellent Household,подарки и товары для праздника,Китай,Москва,"Китай, 315100, NINGBO, The 2rd floor of the 10th building, No. 688 Jinda Road, Panhuo Street, Yinzhou District,Ningbo, Zhejiang",1F25,1,Подарки и товары для праздника,,GEL,https://gel.en.alibaba.com/,robert@nbreach.cn,+86(189)5785-5858,https://online.gefera.ru/info/ICF26/catalog/a1847992-7d8c-fd89-9068-cbd29d0921b0/,a1847992-7d8c-fd89-9068-cbd29d0921b0,"Компания «Ningbo Yinzhou Excellent Household» была основана 25 июня 2008 года и работает как производственно-торговое предприятие для зарубежных брендовых супермаркетов, заказчиков декоративных изделий и бутиков. После получения нового патента организация заметно расширила масштабы деятельности, увеличив штат до более чем ста сотрудников, и постоянно стремится к обновлению и созданию разнообразного ассортимента. В основе управленческого подхода фирмы лежат нацеленность на развитие, инновации, строжайший контроль качества и стремление к совершенству, а главными ориентирами выступают построение бренда и совместный рост. Предприятие последовательно углубляет преобразования, адаптируется к рыночной конъюнктуре и придерживается ценностей точности, профессионализма, отточенности и новаторства, чтобы выстроить серийный выпуск продукции, вывести бренд на лидирующие позиции и достичь обоюдной выгоды вместе со своим коллективом.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,0ade6c7343cc71d3359f3b76110657dbd17276aef11f4e2658d75ad3af4477c1,source/detail_pages/detail_a1847992-7d8c-fd89-9068-cbd29d0921b0.html
China Commodity Fair 2026,25–27 августа 2026,"Ningguo Bst Thermal Products Co., Ltd",Ningguo Bst Thermal Products,"бытовая техника и электроника, товары для дома и кухни",Китай,Москва,"Китай, 242300, Ningguo, No. 10, Chuangxin North Road, Economic and Technological Development Zone, Ningguo City",1E33,1,Бытовая техника и электроника; Товары для дома и кухни,,,http://www.firesleevetec.com,sales@ngparker.com,,https://online.gefera.ru/info/ICF26/catalog/027379c7-0177-fe53-91f8-ef75aeff8c57/,027379c7-0177-fe53-91f8-ef75aeff8c57,"Компания «Ningguo Bst Thermal Products» выпускает семь серий продукции, насчитывающих свыше 100 разновидностей, которые находят широкое применение в химической, фармацевтической, энергетической, строительно-машинной, металлургической, судостроительной, авиационной, горнодобывающей и автомобильной отраслях. Ключевой ассортимент организации охватывает термостойкие и противопожарные кожухи, антирадиационные теплозащитные рукава, алюминиевые гофрированные трубки, съемные изоляционные чехлы, высокотемпературные одеяла и ленты, огнеупорные трубы и кожухи с застежками, разъемные защитные оболочки для кабелей, теплоизоляционные покрытия, кожухи из алюминизированного стекловолокна и базальтового волокна, изоляционные ленты, защитные рукава для гидравлических шлангов, а также плетеные оболочки из кевлара.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,637899a9911abe3cbaf16809cbb3e664457ee4e10cc00b6819838f84860639f0,source/detail_pages/detail_027379c7-0177-fe53-91f8-ef75aeff8c57.html
China Commodity Fair 2026,25–27 августа 2026,Optio,Optio,,Китай,Москва,"Россия, 121165, Москва, г.Москва, вн.тер.г. муниципальный округ Дорогомилово, пер.Можайский, д.3, помещ.1/1",1E41,1,Единый консультационный центр,service/unsuitable category terms excluded: Единый консультационный центр; service/unsuitable category terms excluded: Единый консультационный центр,,https://optio.ru/,,+7(499)938-42-48,https://online.gefera.ru/info/ICF26/catalog/e9860d5e-5f3c-baf6-d9a7-05a9098a3aec/,e9860d5e-5f3c-baf6-d9a7-05a9098a3aec,"Optio.ru представляет собой специализированный B2B-маркетплейс, ориентированный на оптовые закупки товаров из Китая. Ключевой особенностью этой платформы является интеллектуальный поиск, который эффективно сканирует китайское интернет-пространство для нахождения нужных позиций. Организация предоставляет клиентам инструмент моментального логистического расчёта, что позволяет мгновенно оценивать стоимость и сроки доставки, а также предлагает сервис персонализированного подбора продукции, адаптированный под индивидуальные запросы каждого бизнеса.",detail_parsed,products,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,ee006f35ffd1785e686ee926304ce54df3985fddb0b3bad6f6fd95b278da2b1b,source/detail_pages/detail_e9860d5e-5f3c-baf6-d9a7-05a9098a3aec.html
China Commodity Fair 2026,25–27 августа 2026,"QINGDAO KANGTAIDE INTERNATIONAL TRADING CO., LTD",Qingdao Kangtaide International Trading,товары для дома и кухни,Китай,Москва,"Китай, QINGDAO, Комната 705, комплекс «Хайюнь Донфан», ул. Цинлин, д.15, район Лаошань, г. Циндао, провинция Шаньдун, Китай",1A34,1,Товары для дома и кухни,,,http://WWW.KANGTAIDEINTL.COM,simpson@kangtaideintl.com,,https://online.gefera.ru/info/ICF26/catalog/b4ceae17-b1d2-f523-4b30-ff85954be9f6/,b4ceae17-b1d2-f523-4b30-ff85954be9f6,"Компания «Qingdao Kangtaide International Trading» находится в Циндао, провинция Шаньдун, и занимается разработкой, производством и сбытом продукции легкой промышленности, кухонной утвари, повседневных товаров из стекла и керамики, подарков и художественных изделий. Ассортимент организации насчитывает свыше тысячи наименований, включая герметичные банки для специй, бутылки для сока, декоративные масляные лампы, пряничные баночки, вазы, салатные чаши, купола для тортов и выдувное стекло. Молодая команда фирмы объединяет дизайн, технологические инновации, создание новинок и выпуск готовой продукции, а долгосрочное техническое сотрудничество с профильными институтами и собственные патенты обеспечивают изделиям конкурентоспособность и стабильное качество. Предприятие обладает сертификацией ISO9001, ISO18001, ISO14001, SA8000 и прошло заводские аудиты BSCI, WALMART, Sedex и Intertek, стремясь к установлению прочных долгосрочных отношений с клиентами для совместного развития.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,f404a8580be70275c7b9a16d77bccd52f9bed7ea52c8c6c6d2b6973695804286,source/detail_pages/detail_b4ceae17-b1d2-f523-4b30-ff85954be9f6.html
China Commodity Fair 2026,25–27 августа 2026,"QINGDAO LEFU HOUSEWARES CO., LTD",Qingdao Lefu Housewares,товары для дома и кухни,Китай,Москва,"Китай, 266000, 青岛, 13rd Floor, Poly Central Mansion, No.1068 Jinshui Road, Qingdao, China",1D09,1,Товары для дома и кухни,,,https://www.lefuhousewares.com,sales@lefuhousewares.com,+86(133)7083-2299,https://online.gefera.ru/info/ICF26/catalog/28694b25-8ad4-df04-0841-68284ad2dd05/,28694b25-8ad4-df04-0841-68284ad2dd05,"Компания «QINGDAO LEFU HOUSEWARES» — один из ведущих китайских производителей стеклянной посуды с опытом более 15 лет. Современный производственный комплекс занимает 2 800 квадратных метров, оснащен 98 специализированными станками и обеспечивает ежедневный выпуск свыше 20 000 единиц продукции. Изделия экспортируются в более чем 40 стран, включая Европу, США, Японию, Южную Корею и Ближний Восток. Ассортимент организации охватывает двойные стеклянные кружки, кофейные серии, винные бокалы, заварочные чайники, банки для хранения и другие позиции, а собственная дизайнерская команда ежегодно создает более 100 новых моделей и предлагает OEM и ODM услуги. На предприятии действует строжайшая десятиступенчатая система контроля качества от сырья до отгрузки, а продукция соответствует стандартам пищевой безопасности FDA и LFGB. Фирма имеет сертификацию FSC, BSCI и ISO9001. Руководствуясь миссией «инновации делают жизнь лучше», компания гармонично соединяет эстетику с функциональностью, придерживается принципов устойчивого и экологичного производства и следует философии «отличное качество, сервис на первом месте», тепло приглашая глобальных партнеров к долгосрочному взаимовыгодному сотрудничест",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,194c3a9ed801b476371c8282ee9b914ff2329343134f26985e7782b3f0e43bbd,source/detail_pages/detail_28694b25-8ad4-df04-0841-68284ad2dd05.html
China Commodity Fair 2026,25–27 августа 2026,"QUANZHOU NEW PROSPER GIFTS CO., LTD",Quanzhou New Prosper Gifts,"детские товары и игрушки, подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, 362013, QUANZHOU, No.272,Xiazhuang,Luobin North Road,Hardware Electrical Industrial,Heshi Economic Development Zone, Quanzhou, Fujian",1E42,1,Детские товары и игрушки; Подарки и товары для праздника; Товары для дома и кухни,,LASODY,http://www.lasody.com; https://tangfenglasody.en.alibaba.com/,jenny@newprospergifts.com,+595(366)101-18_,https://online.gefera.ru/info/ICF26/catalog/406a6f7a-b79d-fe52-a294-25eb2453c24c/,406a6f7a-b79d-fe52-a294-25eb2453c24c,"Компания «Quanzhou New Prosper Gifts», основанная в 1990 году и базирующаяся в Цюаньчжоу провинции Фуцзянь, является производителем и экспортером фоторамок из цинкового и свинцового сплава, металлических брелоков и другой аналогичной продукции. 95% продаж организации приходится на зарубежные рынки, включая Европу, Америку, Южную Африку и Австралию. Штат предприятия насчитывает более 200 сотрудников, большинство из которых являются профессиональными техническими специалистами с опытом свыше пяти лет, а дизайнерская команда из более чем 60 человек создает изделия в восьми тематических коллекциях, дополненных сезонным праздничным оформлением. Вся продукция проходит строгий производственный цикл от формовки и гальванизации до полировки руками искусных мастеров, что гарантирует высочайшее качество. Фирма выросла в торговую структуру с собственным брендом LASODY на внутреннем рынке и приглашает заинтересованных партнеров посетить сайт www.lasody.com или связаться для взаимовыгодного сотрудничества в любое время.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,00c91ff1541e9047e7e7d0c0c7e4994992fa9dcf2caeaf5527685b11306cd592,source/detail_pages/detail_406a6f7a-b79d-fe52-a294-25eb2453c24c.html
China Commodity Fair 2026,25–27 августа 2026,"Qingdao Century Edinburgh Beer Co., Ltd.","Qingdao Century Edinburgh Beer Co., Ltd.",продукты питания,Китай,Москва,"Китай, Qingdao, Room 509, Building 9, Tianyi Renhe Fortune Center, No.166 Zhengyang Middle Road, Chengyang District, Qingdao City, Shandong Province, P.R.China",1F06,1,Продукты питания и сельскохозяйственная продукция,,,,,,https://online.gefera.ru/info/ICF26/catalog/7b9f6d70-57dc-a3af-23cc-f970f2119ed2/,7b9f6d70-57dc-a3af-23cc-f970f2119ed2,"Компания основана в 2015 году и расположена в городе Циндао провинции Шаньдун. Предприятие специализируется на управлении пивными брендами, продаже алкогольной продукции и экспортно-импортных операциях. Основу ассортимента составляет полная линейка пива AIDINGBAO, включая светлый лагер, темное пиво, крафтовое нефильтрованное, пшеничное пиво и продукт для ночных заведений. Доступны различные виды упаковки: стеклянные бутылки, алюминиевые банки и подарочные алюминиевые бутылки, что делает продукцию пригодной для супермаркетов, общественного питания, ночных площадок и подарочного сегмента. Опираясь на зрелые ресурсы цепочки поставок, пиво варится из премиального импортного солода и хмеля по отработанной технологии, обеспечивающей стабильный и насыщенный вкус. Имея полный пакет лицензий на торговлю алкоголем, организация осуществляет импорт и экспорт продовольственных товаров, промышленной продукции и технологий. Фирма привлекает дистрибьюторов по всему Китаю и расширяет зарубежные рынки, прежде всего в Юго-Восточной Азии. Для отечественных и зарубежных клиентов доступны оптовые поставки и OEM-сотрудничество.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,d8901b966786436f6aa02be094d7d8f7e2cc61cca5649bc3773c7898a2af2bc9,source/detail_pages/detail_7b9f6d70-57dc-a3af-23cc-f970f2119ed2.html
China Commodity Fair 2026,25–27 августа 2026,"R.S.LEE CERAMICS CO., LTD",R.S.Lee Ceramics,"продукты питания, подарки и товары для праздника, товары для дома и кухни",Китай,Москва,"Китай, 412200, zhuzhou,liling, Xianyueshan street,Liling,Hunan,China",1D50,1,Продукты питания и сельскохозяйственная продукция; Подарки и товары для праздника; Товары для дома и кухни,,,http://www.rslee.com.cn,sales@rslee.com.cn,,https://online.gefera.ru/info/ICF26/catalog/38251385-8d7a-3c6c-d3b7-aeb218139857/,38251385-8d7a-3c6c-d3b7-aeb218139857,"Компания «R.S.Lee Ceramics» — современный производитель керамики, объединяющий авторский дизайн, продуктовые инновации, интеллектуальное производство и индивидуальный подход. Ассортимент включает керамические кружки, тарелки, миски и столовые сервизы, востребованные в домашнем обиходе, корпоративных подарках, розничных и онлайн-продажах, а также на зарубежных рынках. Завод оснащен полностью автоматическими линиями, обеспечивающими стабильный ежедневный выпуск от 40 000 до 50 000 единиц, а штат из более чем 200 квалифицированных рабочих гарантирует надежное качество и своевременные поставки как для масштабных, так и для персонализированных заказов. Собственная дизайнерская и исследовательская команда фирмы непрерывно работает над обновлением продукции, совершенствованием технологий и свежими дизайнерскими решениями, следуя мировым трендам и предлагая разнообразные возможности кастомизации: создание новых форм, разработку декора поверхности и оптимизацию производственных техник. Благодаря приверженности качеству, творческому подходу к стилю и мощному производственному потенциалу предприятие завоевало широкое признание и прочные долгосрочные партнерские отношения с клиентами как внутр",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,4642a73bd34145ce7437ae43309a7278029a10f143bb0c5545df0d656815967d,source/detail_pages/detail_38251385-8d7a-3c6c-d3b7-aeb218139857.html
China Commodity Fair 2026,25–27 августа 2026,"S&P CO., LTD",S&P,товары для дома и кухни,Китай,Москва,"Китай, 266034, Qingdao, Unit 1004,10/F.,Building 1,Noble Plaza, 328 Dun Hua Road",1A11,1,Товары для дома и кухни,,,https://sandp.com.cn,sales@sandp.com.cn,+86(532)8579-8950,https://online.gefera.ru/info/ICF26/catalog/b07e707e-88cf-9946-b012-c64a6ec5bd11/,b07e707e-88cf-9946-b012-c64a6ec5bd11,"Компания «S & P», работающая в сфере столовых приборов из нержавеющей стали с 1999 года, стала одним из ведущих производителей и экспортеров в этой области, а ее торговая марка STYLEHOUSE хорошо известна во многих странах. Благодаря совместным усилиям талантливых команд в сфере разработки, производства и контроля качества, организация создает в среднем 20 новых дизайнов в год и достигает ежегодного объема выпуска в 1 800 000 дюжин столовых приборов из стали марок 18/10 и 18/0, пользуясь высокой репутацией на таких ключевых рынках, как Германия, Великобритания, Франция, Нидерланды, Швеция, Испания, Италия, Австралия и Америка. Вся продукция проходит испытания в лабораториях SGS и TUV и соответствует стандартам пищевого контакта, включая европейский EN, немецкий LFGB, итальянский, французский и американский FDA. Благодаря широкому выбору стильных приборов и вариантов упаковки каждый покупатель, будь то универмаг, гипермаркет, магазин товаров для дома или импортер, всегда найдет то, что ищет и что сможет успешно продавать, потому что фирма убеждена: успех клиента является и ее успехом. Предприятие рассчитывает на установление долгосрочных взаимовыгодных деловых отношений с друзьями по",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,b106c35c9f3b86cec9d03343ddf4f05633311e3603e53211d5f0a8275924f353,source/detail_pages/detail_b07e707e-88cf-9946-b012-c64a6ec5bd11.html
China Commodity Fair 2026,25–27 августа 2026,"SHANDONG CLEAN SMILE HOUSEHOLD PRODUCTS CO., LTD",Shandong Clean Smile Household Products,товары для дома и кухни,Китай,Москва,"Китай, Китай, провинция Шаньдун, город Жичжао, Китай, провинция Шаньдун, город Жичжао, район Донган, комплекс Антай Интернешнл Плаза, корпус 1, квартира 1106",1B45,1,Товары для дома и кухни,,Чисто и Улыбка,,abby@cleansmile.cn; hello@cleansmile.cn,+86(178)6232-5801,https://online.gefera.ru/info/ICF26/catalog/8cfbbba7-6148-01a1-9696-56aa5685c27d/,8cfbbba7-6148-01a1-9696-56aa5685c27d,"Бытовые моющие средства: стиральный порошок, жидкое моющее средство для стирки, средство для мытья посуды, кондиционер для белья, ароматические гранулы для стирки, капсулы для стирки и хозяйственное мыло.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,93ac766a28f4e1dfa1e03b073f74bd9371a92e81cfb1292c4235c8fcb9f7d9a1,source/detail_pages/detail_8cfbbba7-6148-01a1-9696-56aa5685c27d.html
China Commodity Fair 2026,25–27 августа 2026,"SHANGHAI PREMIER HOMEWARES CO., LTD",Shanghai Premier Homewares,"товары для сада и отдыха, бытовая техника и электроника, товары для дома и кухни",Китай,Москва,"Китай, Шанхай, 3-й этаж, здание 33, №66 Восточная улица Гуанфулинь, район Сунцзян, Шанхай, 201620",1A13,1,Товары для сада и отдыха на природе; Бытовая техника и электроника; Товары для дома и кухни,,Ле Даро,https://ledaro.en.alibaba.com/,amyz@ledarobrushes.com; katiel@ledarobrushes.com,+86(133)9112-5307,https://online.gefera.ru/info/ICF26/catalog/446ed553-efca-bae1-6df3-d59da48d49bf/,446ed553-efca-bae1-6df3-d59da48d49bf,"Компания «Shanghai Premier HOMEWARES», основанная в 2010 году, является профессиональным производителем хозяйственных чистящих принадлежностей, включая инструменты для ванной, кухни и сада, и ориентирована на поставку практичных, долговечных и экономически выгодных решений для мировых рынков. Благодаря мощным производственным возможностям и отлаженной системе складирования, организация обеспечивает стабильный выпуск продукции, оперативную отгрузку и неизменный контроль качества силами выделенной команды, курирующей каждый этап производства для поддержания надежных стандартов. Движимая непрерывным развитием продуктовой линейки и пристальным вниманием к рыночным запросам, фирма постоянно совершенствует ассортимент в соответствии с мировыми трендами, стремясь поставлять надежную продукцию и выстраивать долгосрочные партнерские отношения с клиентами по всему миру.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,45334ff3ff3e0bc380bc0fc85bb650e6c955b1fa5e8acee06514ab752e768a9f,source/detail_pages/detail_446ed553-efca-bae1-6df3-d59da48d49bf.html
China Commodity Fair 2026,25–27 августа 2026,"SHANGHAI SOLID STAINLESS STEEL PRODUCTS CO., LTD",Shanghai Solid Stainless Steel Products,товары для дома и кухни,Китай,Москва,"Россия, 117405 , RUSSIA, Dorozhnaya st,60 b4,office 6 varshavskaya st, moscow,russia,117405",1A17,1,Товары для дома и кухни,,,http://www.solidflask.com,candy@shsolid.com,,https://online.gefera.ru/info/ICF26/catalog/26166bb6-265e-9463-c56f-e9be51f0d31d/,26166bb6-265e-9463-c56f-e9be51f0d31d,"Компания «Shanghai Solid Stainless Steel Products», основанная в 1991 году, входит в число первых китайских производителей вакуумных и невакуумных изделий из нержавеющей стали с опытом более 30 лет. Завод организации занимает 80 000 квадратных метров, штат насчитывает свыше 30 экспертов по разработкам и столько же специалистов по контролю качества. Предприятие специализируется на ODM и OEM продукции, соблюдает стандарты I-WAY и BSCI, работает на оборудовании из Германии и Японии со средним циклом производства 35 дней. Фирма обладает сертификацией ISO9001:2008, ISO14001:2004 и ISO45001, в 2014 году получила статус «Шанхайского нового высокотехнологичного предприятия», а на ее базе действуют Китайский центр вакуумных термопотов и собственный испытательный центр, проводящий тесты на безопасность и функциональность на уровне лаборатории SGS. Ассортимент охватывает четыре серии и свыше 300 наименований, продукция экспортируется в более чем 50 стран и регионов, включая Европу, Северную Америку, Японию, Австралию и Ближний Восток, и пользуется высоким спросом на внутреннем и внешнем рынках.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,e24bcd35d1f7b8dbe420b836a06d80b615878e2d7c57470294d82a634498a2e8,source/detail_pages/detail_26166bb6-265e-9463-c56f-e9be51f0d31d.html
China Commodity Fair 2026,25–27 августа 2026,"SHENZHEN ESHINE ELECTRONICS CO., LTD",Shenzhen Eshine Electronics,бытовая техника и электроника,Китай,Москва,"Россия, 518100, Shenzhen, 3F,8th Builiding YanChuan Beifang Yongfa science and technology park, Songgang Town ,Baoan District ,Shenzhen ,China",1C41,1,Бытовая техника и электроника,,Eshine,,jasonwong08251021@hotmail.com,+86(755)8144-0955,https://online.gefera.ru/info/ICF26/catalog/2f30ae16-a2f7-26b4-fdd6-07b64bc36971/,2f30ae16-a2f7-26b4-fdd6-07b64bc36971,"Компания «Shenzhen Eshine Electronic», основанная в апреле 2007 года, является масштабным предприятием, специализирующимся на разработке, дизайне, изготовлении и продвижении высококлассных кабелей HDMI, AV, USB, интерьерной декоративной проводки, акустических и видеокабелей. Организация располагает передовым оборудованием и мощным техническим потенциалом, имеет сертификацию ISO9001:2015 и пользуется признанием как на внутреннем, так и на международном рынках благодаря прочному сотрудничеству с дистрибьюторами. Фирма построена на основе элитной команды и придерживается пяти ключевых доктрин, охватывающих подбор персонала, менеджмент, корпоративную миссию, основные ценности и сервис, направленных на достижение всеобщего выигрыша и конечную реализацию мечты о становлении первоклассным международным брендом.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,1a7d37f54058f0891af9014e8d0c021649c5511de74dcb1b40f2f75f6328bcf1,source/detail_pages/detail_2f30ae16-a2f7-26b4-fdd6-07b64bc36971.html
China Commodity Fair 2026,25–27 августа 2026,"SIPIAO (YANGZHOU) TRADING CO., LTD",Sipiao (Yangzhou) Trading,товары для дома и кухни,Китай,Москва,"Китай, 225600, Янчжоу, 10-й этаж, Здание №1, улица Пинхуай, дом 61, город Гаою, город Янчжоу, провинция Цзянсу, Китайская Народная Республика",1D14,1,Товары для дома и кухни,,Sipiao,https://sipiao.en.alibaba.com/,qinguofang@sipiao.net,,https://online.gefera.ru/info/ICF26/catalog/4529971a-b079-6f72-8e67-a83f65fd6df7/,4529971a-b079-6f72-8e67-a83f65fd6df7,"Компания ""Sipiao (Yangzhou) Trading"", основанная в 2024 году и расположенная в городе Гаою провинции Цзянсу, является профессиональным внешнеторговым экспортным предприятием в составе группы Sipiao. Ее материнская корпорация владеет несколькими современными базами по выпуску бумажной продукции и специализируется на разработке и изготовлении бытовой бумаги из первичной древесной целлюлозы. Организация экспортирует различные экологичные хозяйственные и коммерческие бумажные салфетки, а также мягкие чистящие изделия из хлопка, предоставляя услуги OEM-кастомизации. Фирма обладает соответствующими международными экологическими сертификатами и полным объемом прав на импорт и экспорт товаров. Деловая активность компании охватывает трансграничную электронную коммерцию и участие в международных отраслевых выставках, а продукция поставляется на Ближний Восток, в Африку, Юго-Восточную Азию, Европу и Америку, обеспечивая стабильные поставки и комплексное внешнеторговое сопровождение для супермаркетов и дистрибьюторов товаров повседневного спроса по всему миру.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,f01240ef18aabea51032b8a73fa57d04352d92dedbb64a169391fa967a633e01,source/detail_pages/detail_4529971a-b079-6f72-8e67-a83f65fd6df7.html
China Commodity Fair 2026,25–27 августа 2026,"SUZHOU JUHAO CLEAN NEW MATERIALS CO., LTD",Suzhou Juhao Clean New Materials,товары для дома и кухни,Китай,Москва,"Китай, suzhou, Fuxie Road, Xuqiao Village, Haiyu Town, Changshu City, Jiangsu Province",1A18,1,Товары для дома и кухни,,,http://www.juhaoclean.com,info@juhaoclean.com,,https://online.gefera.ru/info/ICF26/catalog/d110b08b-5516-9a58-38d2-45af8005ff15/,d110b08b-5516-9a58-38d2-45af8005ff15,"Компания «Suzhou Juhao New Materials» расположена в городе Сучжоу и основана в 2009 году. Организация занимается экспортной торговлей товарами повседневного спроса, включая кухонные принадлежности, продукцию для дома, чистящие средства, средства личной гигиены, инструменты и многое другое. С момента основания и по сей день «Juhao» стремится стать производителем чистящих средств мирового уровня.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,b29ff8fb101fda49a4c6e4b6ec67057311587566834c26a0db005bbadfd7cec3,source/detail_pages/detail_d110b08b-5516-9a58-38d2-45af8005ff15.html
China Commodity Fair 2026,25–27 августа 2026,"SUZHOU ROOKIE HOUSEWARES CO., LTD",Suzhou Rookie Housewares,товары для дома и кухни,Китай,Москва,"Китай, Сучжоу, ул. Е Цзинь, 11, экономико-технологическая зона развития Уцзян,",1E16,1,Товары для дома и кухни,,Новичок,https://rookie1688.en.alibaba.com/,rookie1@szrookie.com,,https://online.gefera.ru/info/ICF26/catalog/561a3c32-5161-1a51-50db-1a6e43c0f618/,561a3c32-5161-1a51-50db-1a6e43c0f618,"Компания ""Suzhou Rookie Housewares"", основанная в 2013 году, более десяти лет специализируется на стеклянных контейнерах для пищи, а ее запатентованная серия 8011 стала самой продаваемой линейкой стеклянных пищевых емкостей в мире. Организация стремится задавать тренды в отрасли, непрерывно внедряя новые технологии в разработку продукции, что обеспечивается собственным профессиональным дизайнерским коллективом, полностью контролирующим всю индустриальную цепочку от проектирования и исследований до массового выпуска. Производственная площадка фирмы расположена в районе Уцзян города Сучжоу, и логистика здесь чрезвычайно удобна благодаря близости к развязкам скоростных магистралей, порту Шанхая и порту Нинбо, а вспомогательный завод в промышленном парке города Цзинань провинции Шаньдун занимает 12 000 квадратных метров, насчитывает более 100 сотрудников и оснащен независимыми сборочными линиями с ежемесячной мощностью свыше 2 миллионов единиц, что позволяет оперативно выполнять крупнооптовые заказы.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,36fbed67f81c8e29a462e25ec19c96e01c4a4d78f6018c1de033ffa59395150c,source/detail_pages/detail_561a3c32-5161-1a51-50db-1a6e43c0f618.html
China Commodity Fair 2026,25–27 августа 2026,"Shandong Guruishi New Materials Co., Ltd",Shandong Guruishi New Materials,товары для дома и кухни,Китай,Москва,"Китай, Город (City RU), Шаньдун, город Вэйфан, уезд Чанлэ, улица Чжулиу, национальное шоссе 309, дом 586",1D52,1,Товары для дома и кухни,,Канчу Ипин,http://www.guruishi.com,gaopp00@163.com,+86(136)0536-6282,https://online.gefera.ru/info/ICF26/catalog/ac344607-9673-0d8d-3a5a-ff11b2617a86/,ac344607-9673-0d8d-3a5a-ff11b2617a86,"Компания «Shandong Guruishi New Materials» придерживается корпоративных ценностей честности, стабильного качества и последовательного сервиса, руководствуясь принципом добросовестности и стремясь занять лидирующие позиции в индустрии упаковочной продукции для пищевых продуктов и повседневного спроса. Производство оснащено передовым бумагоделательным оборудованием, множеством высокоточных продольно-резательных станков и перемотчиков, а также разнообразной техникой для финишной обработки, что в сочетании с мощным техническим потенциалом, богатым опытом и высококвалифицированной командой позволяет удовлетворять самые разнообразные требования заказчиков. Предприятие опирается на концепцию зеленого развития, непрерывно совершенствует производственные технологии и повышает операционную эффективность параллельно с улучшением качества продукции, используя накопленный опыт и постоянное обучение для создания как действующих, так и перспективных решений в сфере пищевого упаковочного картона, отвечающих индивидуальным запросам клиентов и потребностям запуска новых продуктов.",detail_parsed,,2026-08-24T05:32:09Z,china-commodity-fair-2026-gefera-public-catalog-signo-v1.0.1,gefera_icf26_public_catalog_count_all_ru,78945f6370671313065a06591e4ffb10a2cc04d1bcde5ee0b8383ec8037a3b30,source/detail_pages/detail_ac344607-9673-0d8d-3a5a-ff11b2617a86.html
