event_name,event_dates,company_name,company_short_name,products,country,city,address,stand,pavilion,rubrics,product_notes,brands,website,public_email,public_phone,source_url,exhibitor_id,evidence_snippet,parse_status,missing_fields,scraped_at,parser_version,source_sheet,source_detail_sha256,company_inn
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,"FOSHAN YUE HUA GARMENT CO.,LTD","Foshan Yue Hua Garment Co.,Ltd",одежда,Китай,,,15F63,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","FOSHAN YUE HUA GARMENT CO.,LTD","FOSHAN YUE HUA GARMENT CO.,LTD",,,+7 495 955 91 99,https://md.expodat.com/companies/company/41389-foshan-yue-hua-garment-co-ltd.html,41389,"FOSHAN YUE HUA GARMENT CO.,LTD | Китай | 15F63 | FOSHAN YUE HUA GARMENT CO.,LTD",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,77e0ff0deb7f31869a26076df5ee886ff5afe00c9a161dd9d304134b08b5be27,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,FRACOMINA,Fracomina,"одежда, аксессуары",Италия,,,13A31-A37,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Коллекция Fracomina SS27 подчеркивает женскую утонченность в любой момент дня, сопровождая женщину с утра и до самого вечера. Эта коллекция отличается яркой палитрой, вдохновленной насыщенными красками Соррентийского побережья и элегантностью итальянского дизайна.",FRACOMINA,http://www.fracomina.com,info@pfcmna.it,+39 081 8269592,https://md.expodat.com/companies/company/23639-fracomina.html,23639,"FRACOMINA | Италия | 13A31-A37 | Коллекция Fracomina SS27 подчеркивает женскую утонченность в любой момент дня, сопровождая женщину с утра и до самого вечера. Эта коллекция отличается яркой палитрой, вдохновленной насыщенными красками Соррентийского побережья и элегантностью итальянского дизайна. | http://www.fracomina.com | info@pfcmna.it",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,99593074699c9bde7c5644afa768955d4f0ae782c44a0fd043562c61d253d688,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,FRANCESCA MERCURIALI,Francesca Mercuriali,"одежда, аксессуары",Италия,,,13A18,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","​Роскошь, мода, женственность, мягкий силуэт, характеризуют коллекцию ""FRANCESCA MERCURIALI SS2027"". Все товары полностью сделаны в Италии с использованием драгоценных итальянских тканей и пряжи. Изысканные и эксклюзивные стиль вместе с драгоценной вышивкой придают коллекции сильный и чрезвычайно элегантный характер.",FRANCESCA MERCURIALI,http://www.francescamercuriali.com,info@francescamercuriali.com,+39 0546 46225,https://md.expodat.com/companies/company/19443-francesca-mercuriali.html,19443,"FRANCESCA MERCURIALI | Италия | 13A18 | ​Роскошь, мода, женственность, мягкий силуэт, характеризуют коллекцию ""FRANCESCA MERCURIALI SS2027"". Все товары полностью сделаны в Италии с использованием драгоценных итальянских тканей и пряжи. Изысканные и эксклюзивные стиль вместе с драгоценной вышивкой придают коллекции сильный и чрезвычайно элегантный характер. | http://www.francescamercuriali.com | info@francescamercuriali.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,b19affa65f2718a0a9312ad67fdc1292cd07edfab8ce927904aae426ba80aa62,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,FRANCESCO MARCONI,Francesco Marconi,"одежда, аксессуары",Россия,,,15A11,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,FRANCESCO MARCONI,,,+7 495 955 91 99,https://md.expodat.com/companies/company/39083-francesco-marconi.html,39083,FRANCESCO MARCONI | Россия | 15A11,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,6888a9c06c48e5801ded63550ea52da42ff68945638293b920b37249cf142e96,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,FREDRIKSON,Fredrikson,"одежда, аксессуары",Россия,,,15B54,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,FREDRIKSON,,,+7 495 955 91 99,https://md.expodat.com/companies/company/24713-fredrikson.html,24713,FREDRIKSON | Россия | 15B54,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,7a4c1bd6c02ed0612d7ac11aef85204b4b422fa3c34016bc03d768c5e92cab95,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,FROM LUNA,From Luna,"одежда, аксессуары",,,,15A60,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,FROM LUNA,,,+7 495 955 91 99,https://md.expodat.com/companies/company/40378-from-luna.html,40378,FROM LUNA | 15A60,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,def3e34a01c24949db0376d206bf34b2a826b7bfa51e6fbcc444831fcbfcb064,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,FUEGO,FUEGO,"одежда, аксессуары",Франция,,,13C01,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,FUEGO,http://www.fuegowoman.com,,+7 495 955 91 99,https://md.expodat.com/companies/company/23027-fuego.html,23027,FUEGO | Франция | 13C01 | http://www.fuegowoman.com,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,d9c356c81150d58b3e79a97dbe97c09eb189df46cac9ccb648ff6e1bbb2a0ae8,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,"FUJIAN TSE INTERNATIONAL TRADING CO.,LTD","Fujian Tse International Trading Co.,Ltd","одежда, аксессуары",Китай,,,15C38,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","FUJIAN TSE INTERNATIONAL TRADING CO.,LTD","FUJIAN TSE INTERNATIONAL TRADING CO.,LTD",http://www.tseintl.com,info@tseintl.com,86-591-87558087,https://md.expodat.com/companies/company/41020-fujian-tse-international-trading-co-ltd.html,41020,"FUJIAN TSE INTERNATIONAL TRADING CO.,LTD | Китай | 15C38 | FUJIAN TSE INTERNATIONAL TRADING CO.,LTD | http://www.tseintl.com | info@tseintl.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,1f8d13684fae329a2ef512abb2686ee782ddac815c1ba9a7636c64c52da69712,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,"Fuzhou Bohan Cross-border E-commerce Co., Ltd","Fuzhou Bohan Cross-border E-commerce Co., Ltd","одежда, аксессуары",Китай,,,13E70,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Fuzhou Bohan Cross-border E-commerce Co., Ltd","Fuzhou Bohan Cross-border E-commerce Co., Ltd",https://www.ozon.ru/seller/le-fil/,447694032@qq.com,+7 495 955 91 99,https://md.expodat.com/companies/company/40885-fuzhou-bohan-cross-border-e-commerce-co-ltd.html,40885,"Fuzhou Bohan Cross-border E-commerce Co., Ltd | Китай | 13E70 | Fuzhou Bohan Cross-border E-commerce Co., Ltd | https://www.ozon.ru/seller/le-fil/ | 447694032@qq.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,624616bde5b9f2d9e568f894aba7dac53a452325a04b756689dbf8919e1fab3f,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,G V Ventures,G V Ventures,"одежда, аксессуары",Индия,,,"14C73, 14C75",,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,G V Ventures,,,+7 495 955 91 99,https://md.expodat.com/companies/company/41419-g-v-ventures.html,41419,"G V Ventures | Индия | 14C73, 14C75",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,861acf8b34d7deda299c4269328e439ee980ce5205275c94474795a7cd41fdc1,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,G.E.Y.I.M,G.E.Y.I.M,одежда,Россия,,,14F18 / 14G19,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Geyim — бренд мужской и женской одежды с фокусом на современный деним. В коллекциях представлены джинсы и деним-изделия, а также широкий ассортимент повседневной и casual-одежды: футболки, поло, рубашки, брюки, спортивные костюмы и другие категории. Бренд сочетает актуальный дизайн, комфорт и практичность, предлагая универсальные решения для повседневного гардероба.",G.E.Y.I.M,https://www.instagram.com/geyim.brand?igsh=Z3ltazcyczJhYjB3,geyim.brand@gmail.com,+79777012023,https://md.expodat.com/companies/company/23330-luxor-by-ramo.html,23330,"G.E.Y.I.M | Россия | 14F18 / 14G19 | Geyim — бренд мужской и женской одежды с фокусом на современный деним. В коллекциях представлены джинсы и деним-изделия, а также широкий ассортимент повседневной и casual-одежды: футболки, поло, рубашки, брюки, спортивные костюмы и другие категории. Бренд сочетает актуальный дизайн, комфорт и практичность, предлагая универсальные решения для повседневного гардероба. | https://www.instagram.com/geyim.brand?igsh=Z3ltazcyczJhYjB3 | geyim.brand@gmail.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,6623b62a652bf22b80f4973e266fc31835431a8c4967bd0b690ce9a332f003bd,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,GALA PROJECT,Gala Project,"текстиль и трикотаж, одежда",Россия,,,14G50,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Мы предлагаем пошив мерча и брендированной одежды под задачи вашего бренда, команды или мероприятия. Изготавливаем изделия с учетом фирменного стиля, подбираем материалы, крой и оптимальный способ нанесения. Для персонализации используем современные технологии: флекстрансфер, DTF-печать, флекстекс, эмбоссинг и шелкографию. Эти методы позволяют наносить логотипы, надписи, декоративные элементы и сложные изображения на разные виды текстиля. Брендированный мерч — это практичный инструмент продвижения, который помогает сделать компанию узнаваемой,",GALA PROJECT,https://gala-project.ru/,info@gala-project.ru,+7 (495) 128-07-07,https://md.expodat.com/companies/company/41485-gala-project.html,41485,"GALA PROJECT | Россия | 14G50 | Мы предлагаем пошив мерча и брендированной одежды под задачи вашего бренда, команды или мероприятия. Изготавливаем изделия с учетом фирменного стиля, подбираем материалы, крой и оптимальный способ нанесения. Для персонализации используем современные технологии: флекстрансфер, DTF-печать, флекстекс, эмбоссинг и шелкографию. Эти методы позволяют наносить логотипы, надписи, декоративные элементы и сложные изображения на разные виды текстиля. Брендированный мерч — это практичный инструмент продвижения, который помогает сделать компанию узнаваемой, | https://gala-project.ru/ | info@gala-project.ru",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,0625d21efdf5ed094a7df498733e87e0a50fef88e85ad8c42457e6a0c6210919,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,GALANTEYA,Galanteya,"аксессуары, изделия из кожи и меха",Беларусь,,,14G29,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","GALANTEYA − это современный дизайн, разнообразие цветовой гаммы и неповторимый стиль кожаных аксессуаров!",GALANTEYA,http://opt.galanteya.by,info@galanteya.by; andy_t@tut.by,+375 (17) 311 26 20,https://md.expodat.com/companies/company/23938-galanteya.html,23938,"GALANTEYA | Беларусь | 14G29 | GALANTEYA − это современный дизайн, разнообразие цветовой гаммы и неповторимый стиль кожаных аксессуаров! | http://opt.galanteya.by | info@galanteya.by; andy_t@tut.by",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,22e7812a55a898244fa33f68ebb38239e6e1cd8b572f9c2edf63804ca4a2493a,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,GALAPOLYGRAPH,Galapolygraph,изделия из кожи и меха,Россия,,,14G50,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","-ГалаПолиграф - компания по производству всех видов ярлыков и этикеток: печатных, тканых, картонных, тисненных из кожзама, металлических, световозвращающих и резиновых, а также пуллеров для молний. Мы предлагаем нашим клиентам комплексное решение для их брендов. Десятилетний опыт работы, многообразие технологий и комфортные условия являются гарантией успешного сотрудничества с нами.",GALAPOLYGRAPH,https://www.gala-poly.ru/,info@gala-poly.ru,+7(495)777-01-98,https://md.expodat.com/companies/company/35966-galapoligraph.html,35966,"GALAPOLYGRAPH | Россия | 14G50 | -ГалаПолиграф - компания по производству всех видов ярлыков и этикеток: печатных, тканых, картонных, тисненных из кожзама, металлических, световозвращающих и резиновых, а также пуллеров для молний. Мы предлагаем нашим клиентам комплексное решение для их брендов. Десятилетний опыт работы, многообразие технологий и комфортные условия являются гарантией успешного сотрудничества с нами. | https://www.gala-poly.ru/ | info@gala-poly.ru",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,d9f4b3192b48d0e56e395707e1c8405dbb9562e920605904e321af0b0bbef380,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,"Ganzhou Coolwolf Clothing Co., Ltd","Ganzhou Coolwolf Clothing Co., Ltd","одежда, аксессуары",Китай,,,15D64,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","CoolWolf Jeans – Your Global Denim Manufacturing Partner Established in 2004, China’s denim hub, CoolWolf Jeans is a leading denim manufacturer with 20 years of expertise in design, production, and sales. Our 7,000㎡ factory, equipped with 11 production lines and over 300 skilled workers, ensures an annual output of 2 million high-quality denim pieces. We specialize in OEM/ODM services, offering full customization for global brands with fast turnaround: sampling in 72 hours and bulk production in 30-40 days. Exporting worldwide, we hold internat","Ganzhou Coolwolf Clothing Co., Ltd",http://www.cwjeans.cn,cici@cwjeans.cn,+86 16620461746,https://md.expodat.com/companies/company/40621-coolwolf.html,40621,"Ganzhou Coolwolf Clothing Co., Ltd | Китай | 15D64 | CoolWolf Jeans – Your Global Denim Manufacturing Partner Established in 2004, China’s denim hub, CoolWolf Jeans is a leading denim manufacturer with 20 years of expertise in design, production, and sales. Our 7,000㎡ factory, equipped with 11 production lines and over 300 skilled workers, ensures an annual output of 2 million high-quality denim pieces. We specialize in OEM/ODM services, offering full customization for global brands with fast turnaround: sampling in 72 hours and bulk production in 30-40 days. Exporting worldwide, we hold internat | http://www.cwjeans.cn | cici@cwjeans.cn",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,45224bc9ae5bcc3c180fd858fee6e60ebea4f8a744f82529ce17d531aae6f746,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,"GANZHOU LIUZHOU GARMENT CO.,LTD","Ganzhou Liuzhou Garment Co.,Ltd",одежда,Китай,,,15D63,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",Ganzhou Liuzhou Garment Co Ltd specializes in denim clothing R&D production and sales located in Yudu County Ganzhou Founded in 2019 with over 200 employees it has complete production equipment and an annual capacity of over 2 million pieces It undertakes OEM and customized orders with mature technology strict quality control and supports domestic and foreign trade business,"GANZHOU LIUZHOU GARMENT CO.,LTD",,vivi@changhongjeans.com,18588692190,https://md.expodat.com/companies/company/41140-ganzhou-liuzhou-garment-co-ltd.html,41140,"GANZHOU LIUZHOU GARMENT CO.,LTD | Китай | 15D63 | Ganzhou Liuzhou Garment Co Ltd specializes in denim clothing R&D production and sales located in Yudu County Ganzhou Founded in 2019 with over 200 employees it has complete production equipment and an annual capacity of over 2 million pieces It undertakes OEM and customized orders with mature technology strict quality control and supports domestic and foreign trade business | vivi@changhongjeans.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,b516f8160d7e281bdd12fec84019044517571b9b2f41b27aa3639d1a618bf26e,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,"Ganzhou Xinyou Garments Co., Ltd","Ganzhou Xinyou Garments Co., Ltd","текстиль и трикотаж, одежда",Китай,,,15B111,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Ganzhou Xinyou garments ,which was located at Yudu city , Jiangxi province, covers 8000 M²,it has 150 employees,which is a professional textile manufacturer, Specializing in clothing research, development and design all kinds of garments produce,with many years of garment R&D, and produce experience. Our main products include sportswear, ski suit, padding jackets, down jackets, heatsealed garments ,shorts and so on ,which covering woven and knitting ranges . an annual 2500000pcs, turnover more than 20 million us dollars per year","Ganzhou Xinyou Garments Co., Ltd",,nancyxi@garmentsofchina.com,008613625007885,https://md.expodat.com/companies/company/40579-z-success.html,40579,"Ganzhou Xinyou Garments Co., Ltd | Китай | 15B111 | Ganzhou Xinyou garments ,which was located at Yudu city , Jiangxi province, covers 8000 M²,it has 150 employees,which is a professional textile manufacturer, Specializing in clothing research, development and design all kinds of garments produce,with many years of garment R&D, and produce experience. Our main products include sportswear, ski suit, padding jackets, down jackets, heatsealed garments ,shorts and so on ,which covering woven and knitting ranges . an annual 2500000pcs, turnover more than 20 million us dollars per year | nancyxi@garmentsofchina.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,f5b956ff7798669368705317bc24fc59309400a0a140704564bcb6ecd42ad7b8,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,"GAOZHOU DOUBLE FEATHER TRADING CO.,LTD.","Gaozhou Double Feather Trading Co.,Ltd.","одежда, аксессуары",Китай,,,13F71,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","GAOZHOU DOUBLE FEATHER TRADING CO.,LTD.","GAOZHOU DOUBLE FEATHER TRADING CO.,LTD.",,nancy@bebebama.com,+7 495 955 91 99,https://md.expodat.com/companies/company/40888-gaozhou-double-feather-trading-co-ltd.html,40888,"GAOZHOU DOUBLE FEATHER TRADING CO.,LTD. | Китай | 13F71 | GAOZHOU DOUBLE FEATHER TRADING CO.,LTD. | nancy@bebebama.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,2ed031f583855634015ba4ec7285453907e53910689077bfc95876b2a567b0ff,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,GARICCI,Garicci,одежда,Россия,,,14C40,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",Производство верхней женской одежды,GARICCI,,garicci@mail.ru,+7 495 955 91 99,https://md.expodat.com/companies/company/23324-garicci.html,23324,GARICCI | Россия | 14C40 | Производство верхней женской одежды | garicci@mail.ru,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,5b4fa738303c73d6abde0c493ab45eb7cc33ee92adca58e95543a69817ad9e60,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,GAS,GAS,одежда,Италия,,,13A21-A23,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","БРЕНД GAS ОСНОВАН В 1984 ГОДУ И ОБНОВЛЕН В 2022 ГОДУ. Компания GAS была основана в 1984 году в Италии с целью создать одежду для поколения, движимого аутентичностью и стремлением к переменам. Деним сразу же оказался идеальным материалом для этой миссии, положив начало всемирной истории успеха. БРЕНД GAS ОСНОВАН В 1984 ГОДУ И ОБНОВЛЕН В 2022 ГОДУ. Компания GAS была основана в 1984 году в Италии с целью создать одежду для поколения, движимого аутентичностью и стремлением к переменам. Деним сразу же оказался идеальным материалом для этой миссии, положив начало всемирной истории успеха. Мы стремимся предлагать одежду, сочетающую в себе стиль, комфорт и долговечность, отражая индивидуальность через вневременной дизайн. Мы стремимся создавать культовые продукты с итальянским стилем и опытом, отвечая потребностям и желаниям наших потребителей. Деним — основа каждой коллекции GAS. Наряду с культовыми моделями каждый сезон обновляется новыми фасонами и варками, черпая вдохновение из архивов бренда и отражая современные тенденции.",GAS,http://www.refixnet.com,damiano@refixnet.com,+39 348 6415180,https://md.expodat.com/companies/company/36114-gas.html,36114,"GAS | Италия | 13A21-A23 | БРЕНД GAS ОСНОВАН В 1984 ГОДУ И ОБНОВЛЕН В 2022 ГОДУ. Компания GAS была основана в 1984 году в Италии с целью создать одежду для поколения, движимого аутентичностью и стремлением к переменам. Деним сразу же оказался идеальным материалом для этой миссии, положив начало всемирной истории успеха. БРЕНД GAS ОСНОВАН В 1984 ГОДУ И ОБНОВЛЕН В 2022 ГОДУ. Компания GAS была основана в 1984 году в Италии с целью создать одежду для поколения, движимого аутентичностью и стремлением к переменам. Деним сразу же оказался идеальным материалом для этой миссии, положив начало всемирной истории успеха. Мы стремимся предлагать одежду, сочетающую в себе стиль, комфорт и долговечность, отражая индивидуальность через вневременной дизайн. Мы стремимся создавать культовые продукты с итальянским стилем и опытом, отвечая потребностям и желаниям наших потребителей. Деним — основа каждой коллекции GAS. Наряду с культовыми моделями каждый сезон обновляется новыми фасонами и варками, черпая вдохновение из архивов бренда и отражая современные тенденции. | http://www.refixnet.com | damiano@refixnet.com",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,2e040a80892d5c24ac3b9c1266467c7bc670ed26937933657eed110889e37959,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,GELATU,Gelatu,"текстиль и трикотаж, одежда",Китай,,,15D11,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль","Компания управляет собственным современным текстильным заводом, обеспечивая полный контроль над производственным процессом — от создания ткани до производства одежды. Эта вертикальная интеграция позволяет TONY управлять каждым аспектом производства внутри компании, включая талантливую команду дизайнеров одежды, которая постоянно расширяет границы инноваций и стиля. Компания управляет собственным современным текстильным заводом, обеспечивая полный контроль над производственным процессом — от создания ткани до производства одежды. Эта вертикальная интеграция позволяет TONY управлять каждым аспектом производства внутри компании, включая талантливую команду дизайнеров одежды, которая постоянно расширяет границы инноваций и стиля. Свыше 200 квалифицированных специалистов работают в TONY, которая гордится впечатляющим ежегодным объемом производства более 2 миллионов предметов одежды, удовлетворяющих широкий спектр рынков и предпочтений клиентов. Приверженность компании устойчивому развитию выходит за рамки ее материалов и охватывает процессы, так как она активно работает над снижением отходов и оптимизацией использования ресурсов на протяжении всего производственного цикла. Для поддержания высокого уровня качества TONY внедрила строгую систему управления качеством, которая гарантирует, что каждый готовый продукт соответствует самым высоким отраслевым стандартам. Эта система включает тщательные проверки на всех этапах производства: от выбора тканей и пошива изделий до финальной инспекции, что позволяет клиентам получать продукцию выдающегося качества, долговечности и комфорта. Помимо экологически чистого подхода, TONY уделяет особое внимание инновациям и дизайну. Посвященная своему делу команда дизайнеров непрерывно черпает вдохновение из мировых модных тенденций и отзывов клиентов, создавая одежду, которая гармонично сочетает стиль, функциональность и устойчивость. Компания гордится тем, что стоит на передовой устойчивой моды, предлагая не просто продукцию, а долгосрочное видение более экологичного и ответственного будущего. Благодаря сочетанию высококачественных материалов, передового дизайна и твердой приверженности экологической ответственности, TONY завоевала репутацию надежного лидера в индустрии моды. Компания стремится превосходить ожидания клиентов, создавая изделия, которые не только выглядят великолепно, но и дарят уверенность в том, что они произведены с заботой о будущем нашей планеты. Укрепляя своё присутствие на мировом рынке и оставаясь верной принципам качества и устойчивости, TONY формирует будущее моды, создавая экологически осознанные изделия шаг за шагом.",GELATU,,774580532@qq.com; lra@tonygarment.com,+7 495 955 91 99,https://md.expodat.com/companies/company/28927-gelatu.html,28927,"GELATU | Китай | 15D11 | Компания управляет собственным современным текстильным заводом, обеспечивая полный контроль над производственным процессом — от создания ткани до производства одежды. Эта вертикальная интеграция позволяет TONY управлять каждым аспектом производства внутри компании, включая талантливую команду дизайнеров одежды, которая постоянно расширяет границы инноваций и стиля. Компания управляет собственным современным текстильным заводом, обеспечивая полный контроль над производственным процессом — от создания ткани до производства одежды. Эта вертикальная интеграция позволяет TONY управлять каждым аспектом производства внутри компании, включая талантливую команду дизайнеров одежды, которая постоянно расширяет границы инноваций и стиля. Свыше 200 квалифицированных специалистов работают в TONY, которая гордится впечатляющим ежегодным объемом производства более 2 миллионов предметов одежды, удовлетворяющих широкий спектр рынков и предпочтений клиентов. Приверженность компании устойчивому развитию выходит за рамки ее материалов и охватывает процессы, так как она активно работает над снижением отходов и оптимизацией использования ресурсов на протяжении всего производствен",parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,f03206057baa4208ea892f392fd5c3b311dc0bac5a1c86e2473913b19e5b9c26,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,GENEROSO,Generoso,"одежда, аксессуары",Турция,,,13D29,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",,GENEROSO,,,+7 495 955 91 99,https://md.expodat.com/companies/company/39262-generoso.html,39262,GENEROSO | Турция | 13D29,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,85a440fe1a83591a6df73ee3f379248738a9b7cbee7ea1c8c063b82eb7ace505,
CPM – Collection Première Moscow Осень 2026,1–4 сентября 2026,GIORGIO ROTTI,Giorgio Rotti,"одежда, аксессуары",Турция,,,14C41,,"Мода и стиль; женская, мужская и детская одежда; аксессуары; текстиль",G.R. DERİ TEKSTİL AYAKKABI VE HEDİYELİK EŞYA ÜRÜNLERİ SAN. VE TİC. LTD.ŞTİ,GIORGIO ROTTI,http://www.giorgiorotti.com,,+7 495 955 91 99,https://md.expodat.com/companies/company/19128-giorgio-rotti.html,19128,GIORGIO ROTTI | Турция | 14C41 | G.R. DERİ TEKSTİL AYAKKABI VE HEDİYELİK EŞYA ÜRÜNLERİ SAN. VE TİC. LTD.ŞTİ | http://www.giorgiorotti.com,parsed_detail,,2026-08-24T05:45:15Z,cpm-moscow-autumn-2026-expodat-signo-v1.0.1,expodat_cpm_2026_autumn_public_catalog,b557c0649ccd5aad99fc990f8570f4e4db704ddf137500409915ddf308fe2050,
